City,Place Name,Zipcode,Name
TEJUTLA,shell,,unknown,SHELL TEXAS
SAN ANTONIO SACATEQUEZ,shell,,unknown,SHELL SAN ANTONIO
SAN PEDRO SACATEPEQUEZ,shell,,unknown,SHELL MIRA SAN PEDRO LAS MARGARITAS
SAN MARCOS,shell,,unknown,SHELL EL MIRADOR PALO GORDO
PAJAPITA,shell,,unknown,SHELL SANTA FE PAJAPITA
CATARINA,shell,,unknown,SHELL LA NUEVA CEIBA
TECUN UMAN,shell,,unknown,SHELL LA CUCHILLA
MALACATAN,shell,,unknown,SHELL MIRA MALACATAN
SAN PABLO,shell,,unknown,SHELL EL PORVENIR
SAN MIGUEL IXTAHUACAN,visa,,unknown,unknown
SAN PEDRO SACATEPEQUEZ,visa,,unknown,unknown
SAN MARCOS,visa,,unknown,unknown
TEJUTLA,visa,,unknown,unknown
CONCEPCION TUTUAPA,visa,,unknown,unknown
SAN RAFAEL PIE DE LA CUESTA,visa,,unknown,unknown
NUEVO PROGRESO,visa,,unknown,unknown
EL TUMBADOR,visa,,unknown,unknown
SAN PABLO,visa,,unknown,unknown
PAJAPITA,visa,,unknown,unknown
MALACATAN,visa,,unknown,unknown
TACANA,visa,,unknown,unknown
CATARINA,visa,,unknown,unknown
TECUN UMAN,visa,,unknown,unknown
LA BLANCA,visa,,unknown,unknown
OCOS,visa,,unknown,unknown
El Rodeo,western_union,,unknown,COMERCIAL DORIS EL RODEO
San Pablo,western_union,,unknown,COMERCIALIZARDORA JIREH
Nuevo Progreso,western_union,,unknown,TIENDA ESTRADA
Tajumulco,western_union,,unknown,PANADERIA EL MILAGRO
Concepcion Tutuapa,western_union,,unknown,CLINICAS SAN ANTONIO
Ocos,western_union,,unknown,LA TIENDA DEL CELULAR
La Blanca,western_union,,unknown,COMERCIAL GIRON 3
San Marcos,western_union,,unknown,SERVICIOS MARQCENTER 2
Tecun Uman,western_union,,unknown,GYTSA SUPER TIENDA LA BENDICION DE DIOS
Ayutla Tecun Uman,western_union,,unknown,LIBRERIA HASEM
Malacatan,western_union,,unknown,BANRURAL CENTRO COMERCIAL LA TRINIDAD
San Lorenzo,western_union,,unknown,BISA VARIEDADES LA BENDICION DE DIOS
Pajapita,western_union,,unknown,SERVICIOS JAIRO II
Catarina,western_union,,unknown,CENTRO COMERCIAL ALEJANDRIA
San Jose Ojetenam,western_union,,unknown,BISA LIBRER�A LOREN
El Tumbador,western_union,,unknown,MISCELANEA LA FINCA
San Pedro Sacatepequez,western_union,,unknown,GYTSA LIBRERIA DANIELA
La Reforma,western_union,,unknown,COMERCIAL ALEM
El Quetzal,western_union,,unknown,FERRETERIA UNIVERSAL II
San Cristobal Cucho,western_union,,unknown,6776 LIBRERIA JIREH
San Rafael Pie De La Cuesta,western_union,,unknown,12550 LA UNIVERSAL BANK
Esquipulas Palo Gordo,western_union,,unknown,4102 AGENTE COMERCIAL CORONADO
Comitancillo,western_union,,unknown,TIENDA Y PAPELERIA KAIROS EMANUEL
Tacana,western_union,,unknown,EXPO CEL
Sibinal,western_union,,unknown,PAPELERIA Y FOTOCOPIAS ALBY
Tejutla,western_union,,unknown,INDUSTRIA PANIFICADORA LA MODERNA 2
Ixchiguan,western_union,,unknown,TIENDA LOPEZ
Ixchuguan,western_union,,unknown,BISA VARIEDADES EDSSON
San Miguel Ixtahuacan,western_union,,unknown,COMERCIAL EMANUEL SAN MIGUEL IXTAHUACAN
San Pablo Jocopilas,western_union,,unknown,GYTSA TIENDA ANALY
San Antonio Sacatepequez,western_union,,unknown,COMERCIAL 12 UNO
Rio Blanco,western_union,,unknown,LIBRERIA Y PAPELERIA EDANS
Sipacapa,western_union,,unknown,LIBRERIA Y PAPELERIA BAUTISTA
