Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
CN483538,adidas,"adidas Outlet Store Kunshan, Huaqiao Greenland Avenue",,苏州市,,,CN,+8600512-50153822,https://www.adidas.co.uk/storefront/CN483538-苏州市-花桥绿地大道261弄2号花桥绿地大道261弄2号-adidas-outlet-store-kunshan-huaqiao-greenland-avenue,,Adidas,Q3895
66227432,moneygram,BOC - #07186 - JSKS KUNSHAN SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5739 8653,,Mo-Su 08:00-17:00,MoneyGram,Q1944412
66227490,moneygram,BOC - #06421 - JSKS LUCHENG SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5755 2384,,Mo-Fr 08:00-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227513,moneygram,BOC - #06406 - JSKS TINGLIN SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5755 5087,,Mo-Fr 08:00-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227539,moneygram,BOC - #06420 - JSKS LUJIA SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5767 1793,,Mo-Fr 07:45-16:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227542,moneygram,BOC - #06408 - JSKS ZHANGPU SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5744 1751,,Mo-Fr 07:50-16:50; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227571,moneygram,BOC - #06409 - JSKS BACHENG SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5765 1128,,Mo-Fr 08:00-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227607,moneygram,BOC - #06404 - JSKS MODERN SQUARE SUB-BR,,KUNSHAN,,,CN,+86 512 5731 4372,,Mo-Fr 08:00-16:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227610,moneygram,BOC - #06410 - JSKS BAILU SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5730 5788,,Mo-Fr 08:00-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227649,moneygram,BOC - #07186 - JSKS ZHUJIANGLU SUB-BRANC,,KUNSHAN,,,CN,+86 512 5739 8653,,Mo-Fr 08:00-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227665,moneygram,BOC - #06411 - JSKS SANJIAOTA SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5730 9924,,Mo-Fr 07:30-16:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227678,moneygram,BOC - #06412 - JSKS HUAQIAO SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5769 1594,,Mo-Fr 08:00-16:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227704,moneygram,BOC - #06413 - JSKS CHENGBEI SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5779 1325,,Mo-Fr 08:00-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227733,moneygram,BOC - #06414 - JSKS ZHOUSHI SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5764 1587,,Mo-Fr 07:30-16:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227746,moneygram,BOC - #06415 - JSKS ZHENGYI SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5789 1479,,Mo-Fr 07:30-16:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227791,moneygram,BOC - #06416 - JSKS ZIZHULU SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5777 6769,,Mo-Fr 08:00-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227827,moneygram,BOC - #06419 - JSKS HUAYUANLU SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5751 1087,,Mo-Fr 09:00-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227885,moneygram,BOC - #06407 - JSKS JINPU SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5770 8909,,Mo-Fr 08:00-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66227908,moneygram,BOC - #06417 - JSKS QIANDENG SUB-BRANCH,,KUNSHAN,,,CN,+86 512 5747 1331,,Mo-Fr 07:30-16:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
