City,Place Name,Zipcode,Name
Jaipur,adidas,,unknown,"adidas Store Jaipur, Vaishali Nagar - Jaipur"
KASLI,moneygram,,unknown,ADIL INTERNATIONAL KASLI
RATANGARH,moneygram,,unknown,PRAJAPATI EMITRA
JHUNJHUNU,moneygram,,unknown,SECURE TRAVEL AND FOREX PVT. LTD. - JHUN
JODHPUR,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
KOTA,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
BANSWARA,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
SUMERPUR,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
CHITTORGARH,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
KISHANGARH,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
AJMER,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
TONK,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
PALI,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
UDAIPUR,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
SUJANGARH,moneygram,,unknown,EQUITAS SMALL FINANCE BANK
CHURU,moneygram,,unknown,PRIYNKA ENTERPRISES
