Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
73581514,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,MANISA,,,TR,+90 236 462 14 80,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73591708,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,MANISA,,,TR,+90 236 235 17 38,,Mo-Fr 08:30-16:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73591698,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,MANISA,,,TR,+90 236 211 45 15,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73606486,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,MANISA,,,TR,+90 236 211 12 19,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73606499,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,MANISA,,,TR,+90 236 246 98 65,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73606457,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,MANISA,,,TR,+90 236 236 31 55,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73606444,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,MANISA,,,TR,+90 236 236 09 62,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73606460,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,MANISA,,,TR,+90 236 231 01 23,,Mo-Fr 08:30-17:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73606473,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,MANISA,,,TR,+90 236 241 21 14,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73606509,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,MANISA,,,TR,+90 236 231 57 77,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
