State,Place Name,City,Establishments
UNKNOWN,accor,unknown,8
UNKNOWN,adidas,Hong Kong,23
HONGKONGSARCHINA,american_eagle_outfitters,New Territories Shatin,1
HONGKONGSARCHINA,american_eagle_outfitters,New Territories Yuen Long,1
HONGKONGSARCHINA,american_eagle_outfitters,New Territories Tsuen Wan,1
HONGKONGSARCHINA,american_eagle_outfitters,New Territories Sheung Shui,1
HONGKONGSARCHINA,american_eagle_outfitters,New Territories Lantau Island,1
HONGKONGSARCHINA,american_eagle_outfitters,New Territories Sha Tin,1
HONGKONGSARCHINA,american_eagle_outfitters,Kowloon Yau Tsim Mong District,3
HONGKONGSARCHINA,american_eagle_outfitters,Kowloon Tsimshatsui,1
HONGKONGSARCHINA,american_eagle_outfitters,Hong Kong Island Causeway Bay,1
HONGKONGSARCHINA,american_eagle_outfitters,Hong Kong Island Central,2
HK,american_eagle_outfitters,Taikoo Taikoo,1
HK,american_eagle_outfitters,Kowloon Kowloon Tong,1
NEWTERRITORIES,anytime_fitness,Leung King,1
NEWTERRITORIES,anytime_fitness,Kwai Fong,1
NEWTERRITORIES,anytime_fitness,Kwai Hing,1
KOWLOON,anytime_fitness,Lai Chi Kok,1
KOWLOON,anytime_fitness,Jordan,1
KOWLOON,anytime_fitness,Kowloon,3
KOWLOON,anytime_fitness,To Kwa Wan,1
KOWLOON,anytime_fitness,Mong Kok,1
NEWTERRITORIES,anytime_fitness,Hong Kong,1
HONGKONGISLAND,anytime_fitness,Sai Ying Pun,1
HONGKONGISLAND,anytime_fitness,Quarry Bay,1
NEWTERRITORIES,anytime_fitness,Yuen Long,1
KOWLOON,anytime_fitness,Tsz Wan Shan,1
KOWLOON,anytime_fitness,Ho Man Tin,1
NEWTERRITORIES,anytime_fitness,Shatin,1
HONGKONGISLAND,anytime_fitness,Sai Wan Ho,1
NEWTERRITORIES,anytime_fitness,Tsing Yi,1
NEWTERRITORIES,anytime_fitness,Kwai Chung,1
KOWLOON,anytime_fitness,Kwun Tong,1
NEWTERRITORIES,anytime_fitness,Tsueng Kwan O,1
NEWTERRITORIES,anytime_fitness,Tuen Mun,1
HONGKONGISLAND,anytime_fitness,Fortress Hill,1
KOWLOON,anytime_fitness,Ngau Chi Wan,1
HONGKONGISLAND,anytime_fitness,Chai Wan,1
NEWTERRITORIES,anytime_fitness,Fanling,1
NEWTERRITORIES,anytime_fitness,Tsuen Wan,1
KOWLOON,anytime_fitness,Sham Shui Po,1
HONGKONGISLAND,anytime_fitness,Wan Chai,1
SHATIN,apple,香港,1
UNKNOWN,apple,香港,2
WONGTAISIN,apple,香港,1
WANCHAI,apple,香港,1
KOWLOONCITY,apple,香港,1
KOWLOONCITY,audi,Hong Kong,3
TSUENWAN,audi,Hong Kong,1
WANCHAI,audi,Hong Kong,1
KOWLOONCITY,aurecongroup,Hong Kong,1
UNITS1241FEASTOCEANCENTR,avis,Kowloon,1
HONGKONG,botteg_aveneta,Hong Kong,8
CENTRALANDWESTERN,brewdog,unknown,1
WANCHAI,caltex,unknown,6
KOWLOONCITY,caltex,unknown,3
SHAMSHUIPO,caltex,unknown,3
WONGTAISIN,caltex,unknown,1
TAIPO,caltex,unknown,3
TSUENWAN,caltex,unknown,2
SAIKUNG,caltex,unknown,1
YUENLONG,caltex,unknown,8
TUENMUN,caltex,unknown,2
SHATIN,caltex,unknown,2
