City,Place Name,Zipcode,Name
Tebourba,shell,,unknown,TEBOURBA
Bejaoua,shell,,unknown,BEJAOUA
Oued Ellil,shell,,unknown,OUED ELLIL
Manouba,shell,,unknown,MANOUBA
Denden,shell,,unknown,DENDEN
Ksar Said,shell,,unknown,KSAR SAID
MORNAGUIA,visa,,unknown,unknown
Manouba,western_union,,unknown,L OFFICE NATIONAL DES POSTES
El Fejja,western_union,,unknown,LA POSTE TUNISIENNE
Tebourba,western_union,,unknown,BANQUE ZITOUNA AGENCE TEBOURBA
Jedaida,western_union,,unknown,BANQUE ZITOUNA AGENCE JDAIDA
Denden,western_union,,unknown,BANQUE ZITOUNA AGENCE DENDEN
Danden,western_union,,unknown,MANOUBA
Djedeida,western_union,,unknown,OFFICE NATIONAL DES POSTES
