City,Place Name,Zipcode,Name
Strasbourg,apple,,unknown,Apple Strasbourg
STRASBOURG,g_star_raw,,unknown,G-Star RAW Store Strasbourg
OSTWALD,shell,,unknown,OSTWALD OUEST A35
KESKASTEL,shell,,unknown,KESKASTEL OUEST A4
Strasbourg,vans,,unknown,VANS Store Strasbourg - CLOSED
ROESCHWOOG,visa,,unknown,unknown
MARMOUTIER,visa,,unknown,unknown
SOULTZ SOUS FORETS,visa,,unknown,unknown
STRASBOURG,visa,,unknown,unknown
ERSTEIN,visa,,unknown,unknown
SOUFFLENHEIM,visa,,unknown,unknown
WASSELONNE,visa,,unknown,unknown
OBERNAI,visa,,unknown,unknown
MARCKOLSHEIM,visa,,unknown,unknown
ORSCHWILLER,visa,,unknown,unknown
KINTZHEIM,visa,,unknown,unknown
BALDENHEIM,visa,,unknown,unknown
SELESTAT,visa,,unknown,unknown
CHATENOIS,visa,,unknown,unknown
SUNDHOUSE,visa,,unknown,unknown
MUTTERSHOLTZ,visa,,unknown,unknown
WITTISHEIM,visa,,unknown,unknown
SCHERWILLER,visa,,unknown,unknown
HILSENHEIM,visa,,unknown,unknown
DAMBACH LA VILLE,visa,,unknown,unknown
VILLE,visa,,unknown,unknown
KOGENHEIM,visa,,unknown,unknown
RHINAU,visa,,unknown,unknown
EPFIG,visa,,unknown,unknown
ST BLAISE LA ROCHE,visa,,unknown,unknown
HUTTENHEIM,visa,,unknown,unknown
BENFELD,visa,,unknown,unknown
OBENHEIM,visa,,unknown,unknown
BARR,visa,,unknown,unknown
GERSTHEIM,visa,,unknown,unknown
GERTWILLER,visa,,unknown,unknown
OTTROTT,visa,,unknown,unknown
ROTHAU,visa,,unknown,unknown
LA BROQUE,visa,,unknown,unknown
SCHIRMECK,visa,,unknown,unknown
BERNARDSWILLER,visa,,unknown,unknown
MEISTRATZHEIM,visa,,unknown,unknown
GRENDELBRUCH,visa,,unknown,unknown
KRAUTERGERSHEIM,visa,,unknown,unknown
BISCHOFFSHEIM,visa,,unknown,unknown
HINDISHEIM,visa,,unknown,unknown
ROSHEIM,visa,,unknown,unknown
LUTZELHOUSE,visa,,unknown,unknown
GRIESHEIM PRES MOLSHEIM,visa,,unknown,unknown
FEGERSHEIM,visa,,unknown,unknown
NIEDERHASLACH,visa,,unknown,unknown
ESCHAU,visa,,unknown,unknown
LIPSHEIM,visa,,unknown,unknown
BLAESHEIM,visa,,unknown,unknown
DORLISHEIM,visa,,unknown,unknown
GEISPOLSHEIM,visa,,unknown,unknown
DINSHEIM SUR BRUCHE,visa,,unknown,unknown
MUTZIG,visa,,unknown,unknown
DUTTLENHEIM,visa,,unknown,unknown
MOLSHEIM,visa,,unknown,unknown
ENTZHEIM,visa,,unknown,unknown
