City,Place Name,Zipcode,Name
Pfarrkirchen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Pfarrkirchen, Stadtplatz 25"
Mühldorf am Inn,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Mühldorf am Inn, Stadtplatz 27"
Erding,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Erding, Lange Zeile 15"
Starnberg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Starnberg, Wittelsbacher Straße 5"
Fürstenfeldbruck,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Fürstenfeldbruck, Hauptstraße 14"
München,fielmann_de,,unknown,"Fielmann - Ihr Optiker in München Schwabing, Leopoldstraße 46"
Bad Tölz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bad Tölz, Marktstraße 57"
Dingolfing,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Dingolfing, BGR-Josef-Zinnbauer-Str. 2"
Traunstein,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Traunstein, Maximilianstraße 17"
Bad Reichenhall,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bad Reichenhall, Ludwigstraße 20"
Dachau,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Dachau, Münchner Str. 42 a"
Freising,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Freising, Obere Hauptstr. 6"
Passau,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Passau, Grabengasse 2"
Rosenheim,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Rosenheim, Max-Josefs-Platz 5"
Landshut,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Landshut, Altstadt 357 /Rosengasse"
