City,Place Name,Zipcode,Name
Saronno,anytime_fitness,,unknown,Anytime Fitness
Luino,arcaplanet_it,,unknown,Arcaplanet
Olgiate Olona,arcaplanet_it,,unknown,Arcaplanet
Jerago Con Orago,arcaplanet_it,,unknown,Arcaplanet
Cocquio Trevisago,arcaplanet_it,,unknown,Arcaplanet
Cadegliano Viconago,arcaplanet_it,,unknown,Arcaplanet
Caronno Pertusella,arcaplanet_it,,unknown,Arcaplanet
Cugliate Fabiasco,arcaplanet_it,,unknown,Arcaplanet
Varese,arcaplanet_it,,unknown,Arcaplanet
Tradate,arcaplanet_it,,unknown,Arcaplanet
Lonate Pozzolo,arcaplanet_it,,unknown,Arcaplanet
Gallarate,arcaplanet_it,,unknown,Arcaplanet
Cislago,arcaplanet_it,,unknown,Arcaplanet
Venegono Inferiore,arcaplanet_it,,unknown,Arcaplanet
Gazzada Schianno,arcaplanet_it,,unknown,Arcaplanet
Castronno,arcaplanet_it,,unknown,Arcaplanet
Saronno,arcaplanet_it,,unknown,Arcaplanet
Gavirate,arcaplanet_it,,unknown,Arcaplanet
Vergiate,arcaplanet_it,,unknown,Arcaplanet
OLGIATE OLONA,bmw_group,,unknown,AUTOTORINO SPA
SARONNO,bmw_group,,unknown,AUTOVANTI SARONNO S.R.L.
VARESE,bmw_group,,unknown,AUTOTORINO SPA
Cocquio-Trevisago,brico_io_it,,unknown,COCQUIO TREVISAGO
Daverio,brico_io_it,,unknown,DAVERIO
Cantello,brico_io_it,,unknown,GAGGIOLO DI CANTELLO
Samarate,brico_io_it,,unknown,SAMARATE
FERNO,carrefour_it,,unknown,Carrefour Express MALPENSA TERMINAL 1 P.1 - AUTONOLEGGI - FERNO (VA)
BUSTO ARSIZIO,carrefour_it,,unknown,Carrefour Express VIA DUCA D'AOSTA 19 - BUSTO ARSIZIO (VA)
SAMARATE,carrefour_it,,unknown,Carrefour Express VIA S.ROCCO N.4 - SAMARATE (VA)
CASTELLANZA,carrefour_it,,unknown,"Carrefour Market VIA DEL BUON GESU, N.10 - CASTELLANZA (VA)"
GALLARATE,carrefour_it,,unknown,Carrefour Market VIA VARESE N.22 - GALLARATE (VA)
SARONNO,carrefour_it,,unknown,Carrefour Market PIAZZA LIBERTA' 52 - SARONNO (VA)
VARESE,carrefour_it,,unknown,Carrefour Market VIA SANVITO SILVESTRO - VARESE (VA)
GORLA MAGGIORE,carrefour_it,,unknown,Carrefour Express VIA MAZZINI 30 - GORLA MAGGIORE (VA)
CISLAGO,carrefour_it,,unknown,Carrefour Express VIA SANTA CATERINA 62 - CISLAGO (VA)
TRADATE,carrefour_it,,unknown,Carrefour Express Corso Bernacchi 140 - TRADATE (VA)
CARDANO AL CAMPO,carrefour_it,,unknown,Carrefour Express VIA XX SETTEMBRE N. 38/40 - CARDANO AL CAMPO (VA)
GAVIRATE,carrefour_it,,unknown,Carrefour Iper VIA TICINO 82  CAMPO DEI FIORI - GAVIRATE (VA)
COCQUIO TREVISAGO,carrefour_it,,unknown,Carrefour Market VIA APPENNINI SNC - COCQUIO TREVISAGO (VA)
CITTIGLIO,carrefour_it,,unknown,Carrefour Market VIA PROVINCIALE 10 - CITTIGLIO (VA)
BISUSCHIO,carrefour_it,,unknown,Carrefour Market VIA DEGLI ALPINI 1 - BISUSCHIO (VA)
CASTELVECCANA,carrefour_it,,unknown,Carrefour Express VIA MARTIRI ALBERTOLI  20 - CASTELVECCANA (VA)
LUINO,carrefour_it,,unknown,Carrefour Market VIA XXV APRILE N. 31 - LUINO (VA)
unknown,conad_it,PIAZZA PERTINI SNC 21042 CARONNO PERTUSELLA,unknown,Conad City
unknown,conad_it,VIA COLOMBO 58 21055 GORLA MINORE,unknown,Conad
unknown,conad_it,VIA ALBINO BONICALZA 81 21012 CASSANO MAGNAGO,unknown,Conad City
unknown,conad_it,VIA G. DI VITTORIO 43 21029 VERGIATE,unknown,Conad
unknown,conad_it,VIA F. FILZI 2 21020 TAINO,unknown,unknown
unknown,conad_it,VIA VARESINA 62 21021 ANGERA,unknown,Conad
Varese,gamestop_it,,unknown,VARESE
Solbiate Olona,gamestop_it,,unknown,SOLBIATE OLONA
Gavirate,gamestop_it,,unknown,GAVIRATE
Daverio,giunti_al_punto_it,Viale Dell'industria - Sp 316 c/o Centro Commerciale Daverio 21020 Daverio VA,unknown,Libreria Giunti al Punto Daverio
Gallarate,giunti_al_punto_it,Via Lario 37 c/o Centro Commerciale Malpensa Uno Via Lari 21013 Gallarate VA,unknown,Libreria Giunti al Punto Gallarate
Gavirate,giunti_al_punto_it,Viale Ticino 82 c/o Centro Commerciale Campo Dei Fiori 21026 Gavirate VA,unknown,Libreria Giunti al Punto Gavirate
Saronno,giunti_al_punto_it,C.so Italia 76 21047 Saronno VA,unknown,Libreria Giunti al Punto Saronno
CASALZUIGNO,moneygram,,unknown,POSTE ITALIANE
LUVINATE,moneygram,,unknown,POSTE ITALIANE
BUSTO ARSIZIO,moneygram,,unknown,AVALOS SALVATIERRA PHONE
VARESE,moneygram,,unknown,FAST COMUNICATIONS S.N.C.
GALLARATE,moneygram,,unknown,MIRBER SAGOR AHMED
