State,Place Name,City,Establishments
UNKNOWN,accor,unknown,26
UNKNOWN,adidas,Santiago,8
RM,adidas,santiago,12
RM,adidas,Santiago,10
VS,adidas,Vina del Mar,1
AR,adidas,Temuco,1
VS,adidas,vina del mar,1
VS,adidas,Valparaiso,1
CO,adidas,coquimbo,1
BI,adidas,Concepcion,1
UNKNOWN,alamo,Santiago,3
UNKNOWN,alamo,Talca,1
UNKNOWN,alstom,unknown,6
REGIÓNMETROPOLITANA,american_eagle_outfitters,Santiago,1
REGIÓNDEVALPARAÍSO,american_eagle_outfitters,Viña del Mar,2
REGIÓNDEANTOFAGASTA,american_eagle_outfitters,Antofagasta,2
METROPOLITAN,american_eagle_outfitters,Santiago Las Condes,3
METROPOLITAN,american_eagle_outfitters,Santiago Providencia,1
METROPOLITAN,american_eagle_outfitters,Santiago Lo Barnechea,1
UNKNOWN,american_eagle_outfitters,Santiago,2
UNKNOWN,american_eagle_outfitters,Las Condes,1
UNKNOWN,ashley_furniture,Concepci&#243;n,1
LL,ashley_furniture,Puerto Montt,1
LI,ashley_furniture,Rancagua,1
CO,ashley_furniture,La Serena,1
AN,ashley_furniture,Antofagasta,1
VS,ashley_furniture,Vi&#241;a del Mar,1
RM,ashley_furniture,Quilicura,1
RM,ashley_furniture,Independence,1
RM,ashley_furniture,Puente Alto,1
RM,ashley_furniture,Cerrillos,1
RM,ashley_furniture,Lo Barnechea,1
RM,ashley_furniture,Conchal&#237;,1
RM,ashley_furniture,Santiago,1
SANTIAGOMETROPOLITAN,audi,Santiago,2
BIOBIO,audi,Concepción,1
COQUIMBO,audi,La Serena,1
VALPARAISO,audi,Viña del Mar,1
ANTOFAGASTA,audi,Antofagasta,1
TEMUCO,avis,Temuco,2
CONCEPCION,avis,Concepcion,1
SANTIAGO,avis,Santiago,4
PUNTAARENAS,avis,Punta Arenas,2
PUERTONATALES,avis,Puerto Natales,1
PUERTOMONTT,avis,Puerto Montt,1
LOSANGELES,avis,Los Angeles,1
LASERENA,avis,La Serena,2
IQUIQUE,avis,Iquique,2
MANZANAIVOFICINA6MEGACTR,avis,Copiapo,1
CAMINOANTOFAGASTAKM2,avis,Calama,1
ANTOFAGASTA,avis,Antofagasta,2
CALAMA,avis,Calama,2
PARQUEHUSAMONTT,avis,Puerto Montt,1
TALCAHUANO,avis,Talcahuano,1
CHILE,bmw_group,Santiago de Chile,1
CHILE,bmw_group,Viña del Mar,1
CHILE,bmw_group,Coquimbo,1
CHILE,bmw_group,La Serena,1
BIOBÍOCONCEPCIÓN,bmw_group,Concepción,1
UNKNOWN,bmw_group,Viña del Mar,1
SANTIAGO,bmw_group,Lo Barnechea,1
CHILE,bmw_group,Antofagasta,1
SANTIAGO,bmw_group,Santiago de Chile,1
CHILE,bmw_group,Maule,1
CHILE,bmw_group,Puerto Montt,1
UNKNOWN,deloitte,Antofagasta,1
UNKNOWN,deloitte,Puerto Montt,1
UNKNOWN,deloitte,Concepción,1
UNKNOWN,deloitte,Viña del Mar,1
UNKNOWN,deloitte,Santiago,1
UNKNOWN,enterprise,Punta Arenas,2
UNKNOWN,enterprise,Antofagasta,2
UNKNOWN,enterprise,Calama,2
UNKNOWN,enterprise,Puerto Montt,2
UNKNOWN,enterprise,Santiago,7
UNKNOWN,enterprise,Talca,1
UNKNOWN,ernst_young,Concepción,1
UNKNOWN,ernst_young,Puerto Montt,1
UNKNOWN,ernst_young,Santiago,1
UNKNOWN,ernst_young,Viña del Mar,1
UNKNOWN,esprit,Santiago,8
UNKNOWN,esprit,Concepción,1
UNKNOWN,esprit,Temuco,1
UNKNOWN,esprit,Vina del Mar,2
UNKNOWN,esprit,Maipu,1
UNKNOWN,esprit,Antofagasta,1
UNKNOWN,esprit,Rancagua,1
ARAUCANIA,fedex,Villarica,1
VALPARAISO,fedex,Valparaiso,1
ATACAMA,fedex,Vallenar,1
LOSLAGOS,fedex,Valdivia,1
ARAUCANIA,fedex,Temuco,1
MAULE,fedex,Talca,1
SANTIAGOMETROPOLITAN,fedex,Santiago,27
OHIGGINS,fedex,San Fernando,1
VALPARAISO,fedex,San Felipe,1
OHIGGINS,fedex,Rancagua,1
MAGALLANES,fedex,Punta Arenas,1
LOSLAGOS,fedex,Puerto Montt,1
COQUIMBO,fedex,Ovalle,1
LOSLAGOS,fedex,Osorno,1
COQUIMBO,fedex,Los Vilos,1
BIOBIO,fedex,Los Angeles,1
MAULE,fedex,Linares,1
TARAPACA,fedex,Iquique,1
MAULE,fedex,Curico,1
AISEN,fedex,Coyhaique,1
COQUIMBO,fedex,Coquimbo,1
ATACAMA,fedex,Copiapo,1
BIOBIO,fedex,Concepcion,2
BIOBIO,fedex,Chillan,1
LOSLAGOS,fedex,Castro,1
ANTOFAGASTA,fedex,Calama,1
ARICAYPARINACOTA,fedex,Arica,1
ANTOFAGASTA,fedex,Antofagasta,1
ARAUCANIA,fedex,Angol,1
UNKNOWN,ford,R. Metropolitana,28
UNKNOWN,ford,XII Región,2
UNKNOWN,ford,IV Región,4
UNKNOWN,ford,V Región,4
UNKNOWN,ford,VIII Región,6
UNKNOWN,ford,X Región,3
UNKNOWN,ford,II Región,6
UNKNOWN,ford,VI  Región,1
UNKNOWN,ford,VII Región,2
UNKNOWN,ford,III Región,1
UNKNOWN,ford,IX Región,2
UNKNOWN,ford,XI Región,1
UNKNOWN,ford,XIV Región,1
REGIÓNMETROPOLITANA,fossil,Santiago,4
UNKNOWN,gbfs,unknown,230
SANTIAGOMETROPOLITAN,google_offices,Provincia de Santiago,1
UNKNOWN,hardrock,Santiago,1
UNKNOWN,hilton,unknown,3
UNKNOWN,hm,Santiago,14
UNKNOWN,hm,Concepción,1
LOSLAGOS,hm,Puerto Montt,1
UNKNOWN,hm,La Serena,1
UNKNOWN,hm,Talca,2
UNKNOWN,hm,Coquimbo,1
UNKNOWN,hm,Antofagasta,1
UNKNOWN,hm,Temuco,1
UNKNOWN,hm,Viña del Mar,1
UNKNOWN,hm,Arica,1
UNKNOWN,hm,Curico,1
UNKNOWN,hm,Valdivia,1
UNKNOWN,hm,Calama,1
09,hugo_boss,Santiago,1
09,hugo_boss,Santiago de Chile,2
09,hugo_boss,"Las Condes, Santiago",1
01,hugo_boss,"Providencia, Santiago",1
01,hugo_boss,"Tlacahuano, Concepcion",1
UNKNOWN,ikea,Las Condes - Santiago,2
CHILE,jll,Santiago,1
UNKNOWN,leonidas,Santiago,1
UNKNOWN,leonidas,PROVIDENCIA,1
UNKNOWN,lhw,Santiago,2
UNKNOWN,lhw,Puerto Natales,1
UNKNOWN,lhw,San Pedro De Atacama,1
UNKNOWN,lhw,Easter Island,1
UNKNOWN,lhw,Los Muermos,1
UNKNOWN,man_truck_and_bus,Concepcion,1
UNKNOWN,man_truck_and_bus,Puerto Montt,1
UNKNOWN,man_truck_and_bus,Quintero,1
UNKNOWN,man_truck_and_bus,Santiago,1
UNKNOWN,man_truck_and_bus,Valparaiso,1
UNKNOWN,man_truck_and_bus,Talca,1
UNKNOWN,man_truck_and_bus,Copiapó,1
UNKNOWN,man_truck_and_bus,La Serena,1
UNKNOWN,man_truck_and_bus,Alto Hospicio,1
UNKNOWN,man_truck_and_bus,Punta Arenas,1
UNKNOWN,man_truck_and_bus,Antofagasta,1
UNKNOWN,man_truck_and_bus,Calama,1
UNKNOWN,marriott,Santiago,8
UNKNOWN,marriott,Puerto Montt,1
UNKNOWN,marriott,Los Angeles,1
UNKNOWN,marriott,Santiago de Chile,1
UNKNOWN,marriott,Viña del Mar,1
UNKNOWN,marriott,Pudahuel,1
UNKNOWN,maserati,SANTIAGO,1
UNKNOWN,mcdonalds_latin_america,CALAMA,1
UNKNOWN,mcdonalds_latin_america,Arica,1
UNKNOWN,mcdonalds_latin_america,Iquique,1
UNKNOWN,mcdonalds_latin_america,Antofagasta ,1
UNKNOWN,mcdonalds_latin_america,Antofagasta,2
UNKNOWN,mcdonalds_latin_america,COPIAPO,1
