City,Place Name,Zipcode,Name
"Lipcani city, Briceni district",lukoil,Libertatii Str. Lipcani city Briceni district,unknown,Gas Station no.87
Botosani,lukoil,str. Calea Nationala nr. 156 Botosani Botosani Romania,unknown,SDC Botosani 1
Botosani,lukoil,str. Calea Nationala nr. 1A Botosani Botosani Romania,unknown,SDC Botosani 2
Comuna Stefanesti,lukoil,Riscani-Costesti Route Petruseni village Riscani district,unknown,Gas Station no.47
Darabani ,penny,,unknown,PENNY
Botosani,penny,,unknown,PENNY
Flamanzi,penny,,unknown,PENNY
Dorohoi,penny,,unknown,PENNY
Comuna Darabani,pepco,,unknown,Pepco
Comuna Saveni,pepco,,unknown,Pepco
Municipiul Dorohoi,pepco,,unknown,Pepco
unknown,pepco,,unknown,Pepco
Comuna Flamanzi,pepco,,unknown,Pepco
Dorohoi,rompetrol,,unknown,Rompetrol Expres
Botosani,rompetrol,,unknown,Rompetrol Botosani
Leorda,rompetrol,,unknown,DODOEX JET OIL DOWNSTREAM 
DOROHOI,visa,,unknown,unknown
FLAMANZI,visa,,unknown,unknown
SULITA,visa,,unknown,unknown
FLAMINZI,visa,,unknown,unknown
BUCECEA,visa,,unknown,unknown
BOTOSANI,visa,,unknown,unknown
UNGURENI,visa,,unknown,unknown
SAVENI,visa,,unknown,unknown
VORONA,visa,,unknown,unknown
TRUSESTI,visa,,unknown,unknown
STEFANESTI,visa,,unknown,unknown
CURTESTI,visa,,unknown,unknown
HLIPICENI,visa,,unknown,unknown
DARABANI,visa,,unknown,unknown
COTUSCA,visa,,unknown,unknown
Tudora,western_union,,unknown,070101 BC RASCOALA - TUDORA
Mihaileni,western_union,,unknown,PETRODANEUM SRL
Candesti,western_union,,unknown,CHITAC RODICA INTREPRINDERE INDIVIDUALA
Vorona,western_union,,unknown,070118 BC RASCOALA - VORONA
Varfu Campului,western_union,,unknown,POSTA ROMANA
Corni,western_union,,unknown,POSTA ROMANA
Dersca,western_union,,unknown,070406 BC JIJIA DOROHOI - DERSCA
Leorda,western_union,,unknown,PROD COM UNGUREANU SRL
Vladeni,western_union,,unknown,070121 BC RASCOALA - VLADENI
Bucecea,western_union,,unknown,070102 BC RASCOALA - BUCECEA
Braesti,western_union,,unknown,VIOELA MAG SRL
Supitca,western_union,,unknown,MAXIM GEANINA SIMONA INTREPRINDERE INDIV
Vaculesti,western_union,,unknown,VIOELA MAG SRL
Flamanzi,western_union,,unknown,POSTA ROMANA
Frumusica,western_union,,unknown,POSTA ROMANA
Botosani,western_union,,unknown,COMPANIA ZTI BOTOSANI
Dorohoi,western_union,,unknown,BANCA COOPERATISTA JIJIA DOROHOI
Cotu,western_union,,unknown,LARY TOP IMPEX SRL
Saveni,western_union,,unknown,TOMO DALEX SRL
Pomarla,western_union,,unknown,POSTA ROMANA
Tocileni,western_union,,unknown,TOKYOCONSTRUCT SRL
Cristinesti,western_union,,unknown,070129 BC RASCOALA - CRISTINESTI
Nicseni,western_union,,unknown,AXAROM SRL
Sulita,western_union,,unknown,070700 BC RASCOALA - SULITA
Blandesti,western_union,,unknown,LIVAL IMPORT EXPORT SRL
Cerchejeni,western_union,,unknown,LIVAL IMPORT-EXPORT CERCHEJENI
Dumeni,western_union,,unknown,POSTA ROMANA
Gorbanesti,western_union,,unknown,POSTA ROMANA
Lisna,western_union,,unknown,070110 BC RASCOALA - LISNA
Rauseni,western_union,,unknown,070123 BC RASCOALA - RAUSENI
Rediu,western_union,,unknown,CISLARIU MIHAELA INTREPRINDERE INDIVIDUA
Vorniceni,western_union,,unknown,POSTA ROMANA
Arborea,western_union,,unknown,BARARU DORINA INTREPRINDERE INDIVIDUALA
Hlipiceni,western_union,,unknown,070111 BC RSACOALA - HLIPICENI
Albesti,western_union,,unknown,070124 BC RASCOALA - ALBESTI
Hudesti,western_union,,unknown,070130 BC RASCOALA - HUDESTI
Ungureni,western_union,,unknown,POSTA ROMANA
Ionaseni,western_union,,unknown,IULI FLOR SRL
Trusesti,western_union,,unknown,POSTA ROMANA
Calarasi,western_union,,unknown,TUTU MIHAI INTREPRINDERE INDIVIDUALA
Havarna,western_union,,unknown,POSTA ROMANA
Iacobeni,western_union,,unknown,LIVAL IMPORT-EXPORT IACOBENI
Havirna,western_union,,unknown,070109 BC RASCOALA - HAVIRNA
Darabani,western_union,,unknown,POSTA ROMANA
Stiubieni,western_union,,unknown,SCRIPCARIU VASILE ALIN INTREPRINDERE IND
Mileanca,western_union,,unknown,POSTA ROMANA
Santa Mare,western_union,,unknown,BLIZ PRO SRL
Dangeni,western_union,,unknown,LIVAL IMPORT-EXPORT DANGENI
Dingeni,western_union,,unknown,070113 BC RASCOALA - DINGENI
Berza,western_union,,unknown,CRISTESCU SILVIU MITICA INTREPRINDERE IN
Dobarceni,western_union,,unknown,ARAMA ADRIANA INTREPRINDERE INDIVIDUALA
Bobulesti,western_union,,unknown,MAFTEI ALINA SIMONA INTREPRINDERE INDIVI
Romanesti,western_union,,unknown,AIRINEI ANDREI CIPRIAN INTREPRINDERE IND
Paltinis,western_union,,unknown,POSTA ROMANA
Viisoara,western_union,,unknown,POSTA ROMANA
Stefanesti,western_union,,unknown,MAFTEI ALINA SIMONA INTREPRINDERE INDIVI
Mihalaseni,western_union,,unknown,NICHIFOR DANIELA INTREPRINDERE FAMILIALA
Cotusca,western_union,,unknown,070107 BC RASCOALA - COTUSCA
Radauti Prut,western_union,,unknown,POSTA ROMANA
Ripiceni,western_union,,unknown,SIRBU I LAURENTIU NECULAI INTREPRINDERE
Miorcani,western_union,,unknown,POSTA ROMANA
Flondora,western_union,,unknown,MISTIC PROD SRL
Manoleasa,western_union,,unknown,POSTA ROMANA
Sadoveni,western_union,,unknown,TRIO DALACIP SRL
Liveni,western_union,,unknown,MARCAN IONELA ELENA INTREPRINDERE INDIVI
