Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://stores.footlocker.co.uk/gb-hav/romford/,footlocker,"Foot Locker Locations in Romford, Havering | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-hav/romford/,,Foot Locker,Q63335
https://stores.footlocker.co.uk/gb-wrt/warrington/,footlocker,"Foot Locker Locations in Warrington, Warrington | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-wrt/warrington/,,Foot Locker,Q63335
https://stores.footlocker.co.uk/gb-wln/livingston/,footlocker,"Foot Locker Locations in Livingston, West Lothian | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-wln/livingston/,,Foot Locker,Q63335
https://stores.footlocker.co.uk/gb-thr/grays/,footlocker,"Foot Locker Locations in Grays, Thurrock | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-thr/grays/,,Foot Locker,Q63335
https://stores.footlocker.co.uk/gb-sts/brierleyhill/,footlocker,"Foot Locker Locations in Brierley Hill, Staffordshire | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-sts/brierleyhill/,,Foot Locker,Q63335
https://stores.footlocker.co.uk/gb-sth/southampton/,footlocker,"Foot Locker Locations in Southampton, Southampton | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-sth/southampton/,,Foot Locker,Q63335
https://stores.footlocker.co.uk/gb-thr/whitecity/,footlocker,"Foot Locker Locations in White City, Thurrock | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-thr/whitecity/,,Foot Locker,Q63335
https://stores.footlocker.co.uk/gb-slg/slough/,footlocker,"Foot Locker Locations in Slough, Slough | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-slg/slough/,,Foot Locker,Q63335
https://stores.footlocker.co.uk/gb-rdg/reading/,footlocker,"Foot Locker Locations in Reading, Reading | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-rdg/reading/,,Foot Locker,Q63335
https://stores.footlocker.co.uk/gb-ply/plymouth/,footlocker,"Foot Locker Locations in Plymouth, Plymouth | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-ply/plymouth/,,Foot Locker,Q63335
https://stores.footlocker.co.uk/gb-ngm/nottingham/,footlocker,"Foot Locker Locations in Nottingham, Nottingham | Approved",,New York,NY,,GB,+44 800 863 8932,https://stores.footlocker.co.uk/gb-ngm/nottingham/,,Foot Locker,Q63335
