City,Place Name,Zipcode,Name
VILLA DE ETLA,moneygram,,unknown,OXXO - #10VHT50UPU - LA VILLA OAX
SAN MIGUEL SOYALTEPEC,moneygram,,unknown,ELEKTRA - #6811 - SAN MIGUEL SOYALTEPEC
SAN JUAN BAUTISTA TUXTEPEC,moneygram,,unknown,DINERO EXPRESS - #5376 - SAN JUAN BAUTIS
ACATLAN DE PEREZ,moneygram,,unknown,COPPEL TRANSMISORES - ACATLAN DE PEREZ -
SN MIGUEL VILLA SOLA,moneygram,,unknown,ABARROTES EL MANGALITO
SANTO DOMINGO TEHUANTEPEC,moneygram,,unknown,OXXO - #10VHT50FEI - TEHUANTEPEC OAX
OAXACA DE JUAREZ,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10VHT5
MATIAS ROMERO AVENDANO,moneygram,,unknown,CAJA POPULAR MEX - #3206 - MATIAS ROMERO
SAN PABLO HUIXTEPEC,moneygram,,unknown,CAJA POPULAR MEX - #2601 - LA PROVIDENCI
SANTA MARIA IPALAPA,moneygram,,unknown,HELADOS RODAGI - SANTA MARIA IPALAPA - H
SALINA CRUZ,moneygram,,unknown,OXXO - #10VHT50ZIG - XHUNCO OAX
MARIA LOMBARDO DE CASO,moneygram,,unknown,COPPEL TRANSMISORES - MARIA LOMBARDO DE
MATIAS ROMERO,moneygram,,unknown,OXXO - #10VHT50DTR - HOMBRES ILUSTRES OA
MIAHUATLAN,moneygram,,unknown,BALSAS - MIAHUATLAN
OAXACA,moneygram,,unknown,DINERO EXPRESS - #374 - OAXACA - BANCO A
PUERTO ESCONDIDO,moneygram,,unknown,OXXO - #10VHT50TDH - COSTA CHICA OAX
TEOTITLAN,moneygram,,unknown,COPPEL TRANSMISORES - TEOTITLAN - HIDALG
EJUTLA DE CRESPO,moneygram,,unknown,PAGOS INTERMEX - #920
SAN PABLO HUITZO,moneygram,,unknown,TELECOMM - #TELECOMM 20069 - SAN PABLO H
ZIMATLAN DE ALVAREZ,moneygram,,unknown,MI BODEGA ZIMATLAN - #3674 - Zimatlan
SANTA CRUZ XOXOCOTLAN,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10VHT5
SANTA MARIA ATZOMPA,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10VHT5
JUCHITAN DE ZARAGOZA,moneygram,,unknown,SORIANA - #484 - JUCHITAN DE ZARAGOZA -
LOMA BONITA,moneygram,,unknown,OXXO - LOMA BONITA VER
TUXTEPEC (SAN JUAN BAUTISTA TUXTEPEC),moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10VCZ5
OCOTLAN,moneygram,,unknown,COPPEL TRANSMISORES - OCOTLAN - MATAMORO
SANTA MARIA HUATULCO,moneygram,,unknown,OXXO - #10VHT50XHX - XESTAL OAX
SAN PEDRO TAPANATEPEC,moneygram,,unknown,ELEKTRA - #5782 - SAN PEDRO TAPANATEPEC
PUTLA VILLA DE GUERRERO,moneygram,,unknown,BANCO AZTECA - PUTLA VILLA DE GUERRERO -
ACATLAN DE PERAZ,moneygram,,unknown,COPPEL TRANSMISORES - ACATLAN DE PERAZ -
ASUNCION NOCHIXTLAN,moneygram,,unknown,TELECOMM - #TELECOMM 20043 - ASUNCION NO
BAHIAS DE HUATULCO,moneygram,,unknown,COPPEL TRANSMISORES - BAHIAS DE HUATULCO
HUAJUAPAN DE LEON,moneygram,,unknown,BODEGA AURRERA - #2362 - HUAJUAPAN DE LE
IXTEPEC,moneygram,,unknown,COPPEL TRANSMISORES - IXTEPEC - MORELOS
SAN FELIPE JALAPA DE DIAZ,moneygram,,unknown,ELEKTRA - #8516 - SAN FELIPE JALAPA DE D
SAN JUAN BAUTISTA VALLE NACIONAL,moneygram,,unknown,ELEKTRA - #3347 - SAN JUAN BAUTISTA VALL
SANTA LUCIA DEL CAMINO,moneygram,,unknown,OXXO - #10VHT50L4L - ROMA OAX
SANTIAGO JUXTLAHUACA,moneygram,,unknown,PAGOS INTERMEX - #61
SANTIAGO PINOTEPA NACIONAL,moneygram,,unknown,OXXO - SANTIAGO ACA
TLACOLULA DE MATAMOROS,moneygram,,unknown,DINERO EXPRESS - #5647 - TLACOLULA DE MA
