City,Place Name,Zipcode,Name
Weston-super-Mare,bestone_gb,,unknown,Best-one
Weston-super-Mare,b_and_m,,unknown,B&M Weston Super Mare - Gallagher Retail Park (287) Home Store
Weston-Super-Mare,grape_tree_gb,,unknown,Grape Tree Weston Super-Mare
Bristol,national_trust_gb,,unknown,Tyntesfield
Nr Clevedon,national_trust_gb,,unknown,Cadbury Camp
Clevedon,national_trust_gb,,unknown,Clevedon Court
Weston Super Mare,premier_gb,,unknown,Premier Birnbeck Convenience Store
Clevedon,proper_job_gb,5-7 Old Street,unknown,Proper Job &#8211; Clevedon
Weston-super-mare,specsavers,,unknown,Weston-Super-Mare
Clevedon,specsavers,,unknown,Clevedon
Portishead,specsavers,,unknown,Portishead
Weston-super-Mare,vets4pets_gb,,unknown,Weston-super-Mare Vets4Pets
WESTON-SUPER-MARE,visa,,unknown,unknown
WESTON S MARE,visa,,unknown,unknown
Winscombe,western_union,,unknown,WINSCOMBE POST OFFICE
Weston Super Mare,western_union,,unknown,WESTON SUPER MARE POST OFFICE
Weston-super-mare,western_union,,unknown,QUEENSWAY POST OFFICE
Worle,western_union,,unknown,SAINSBURYS WORLE
