Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
FordIJ26932  ITA,ford,GOLDANIGA ROBERTO,,CASALMORANO (CR),,,IT,+39 0374 74134,,,Ford,Q44294
71963859,moneygram,POSTE ITALIANE,,ACQUANEGRA CREMONESE,,,IT,37270014,,Mo 00:00-24:00; Tu 08:20-13:45; We 00:00-24:00; Th 08:20-13:45; Fr 00:00-24:00; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
71963888,moneygram,POSTE ITALIANE,,CASALMORANO,,,IT,+39 374 374 151,,Mo 08:20-13:45; Tu 00:00-24:00; We 08:20-13:45; Th 00:00-24:00; Fr 08:20-13:45; Sa-Su 00:00-24:00,MoneyGram,Q1944412
71963927,moneygram,POSTE ITALIANE,,CORTE DE' CORTESI CON CIGNONE,,,IT,37295492,,Mo 00:00-24:00; Tu 08:20-13:45; We 00:00-24:00; Th 08:20-13:45; Fr 00:00-24:00; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
71963930,moneygram,POSTE ITALIANE,,FORMIGARA,,,IT,+39 374 378 501,,Mo 08:20-13:45; Tu 00:00-24:00; We 08:20-13:45; Th 00:00-24:00; Fr 08:20-13:45; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
71964078,moneygram,POSTE ITALIANE,,BORDOLANO,,,IT,37295731,,Mo 08:20-13:45; Tu 00:00-24:00; We 08:20-13:45; Th 00:00-24:00; Fr 08:20-13:45; Sa-Su 00:00-24:00,MoneyGram,Q1944412
71964133,moneygram,POSTE ITALIANE,,GOMBITO,,,IT,+39 374 350 522,,Mo 00:00-24:00; Tu 08:20-13:45; We 00:00-24:00; Th 08:20-13:45; Fr 00:00-24:00; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
71964214,moneygram,POSTE ITALIANE,,CROTTA D'ADDA,,,IT,+39 372 722 673,,Mo 00:00-24:00; Tu 08:20-13:45; We 00:00-24:00; Th 08:20-13:45; Fr 00:00-24:00; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
71964243,moneygram,POSTE ITALIANE,,CUMIGNANO SUL NAVIGLIO,,,IT,37471140,,Mo 00:00-24:00; Tu 08:20-13:45; We 00:00-24:00; Th 08:20-13:45; Fr-Su 00:00-24:00,MoneyGram,Q1944412
71964272,moneygram,POSTE ITALIANE,,TICENGO,,,IT,37471256,,Mo 08:20-13:45; Tu 00:00-24:00; We 08:20-13:45; Th 00:00-24:00; Fr 08:20-13:45; Sa-Su 00:00-24:00,MoneyGram,Q1944412
71964340,moneygram,POSTE ITALIANE,,CAPPELLA CANTONE,,,IT,+39 374 373 529,,Mo 08:20-13:45; Tu 00:00-24:00; We 08:20-13:45; Th 00:00-24:00; Fr 08:20-13:45; Sa-Su 00:00-24:00,MoneyGram,Q1944412
41036981,moneygram,POSTE ITALIANE,,SCANNABUE,,,IT,+39 0373 982005,,Mo-Fr 08:20-13:45; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
41036952,moneygram,POSTE ITALIANE,,SAN BASSANO,,,IT,+39 0374 373148,,Mo-Fr 08:20-13:45; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
41039849,moneygram,POSTE ITALIANE,,AGNADELLO,,,IT,+39 0373 976027,,Mo-Fr 08:20-13:45; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
41036745,moneygram,POSTE ITALIANE,,MADIGNANO,,,IT,+39 0373 65132,,Mo-Fr 08:20-13:45; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
45134054,moneygram,POSTE ITALIANE,,GENIVOLTA,,,IT,+39 0374 68548,,Mo 00:00-24:00; Tu 08:20-13:45; We 00:00-24:00; Th 08:20-13:45; Fr 00:00-24:00; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
45278936,moneygram,POSTE ITALIANE,,SPINADESCO,,,IT,+39 0372 492180,,Mo-Fr 08:20-13:45; Sa 08:20-12:45; Su 00:00-24:00,MoneyGram,Q1944412
IT_EXT_01829,totalenergies,ISOLA PREPAY,,PALAZZO PIGNANO,,,IT,,https://store.totalenergies.fr/en_EN/IT_EXT_01829,,TotalErg,Q3995933
,visa,,,SPINADESCO,,,IT,,,,,
,visa,,,ACQUANEGRA CREMONESE,,,IT,,,,,
,visa,,,SAN BASSANO,,,IT,,,,,
,visa,,,SAN BASSANO,,,IT,,,,,
,visa,,,GOMBITO,,,IT,,,,,
,visa,,,CASALMORANO,,,IT,,,,,
,visa,,,BORDOLANO,,,IT,,,,,
,visa,,,MADIGNANO,,,IT,,,,,
,visa,,,MADIGNANO,,,IT,,,,,
,visa,,,PALAZZO PIGNANO,,,IT,,,,,
,visa,,,PALAZZO PIGNANO,,,IT,,,,,
,visa,,,SCANNABUE,,,IT,,,,,
,visa,,,AGNADELLO,,,IT,,,,,
,visa,,,AGNADELLO,,,IT,,,,,
