City,Place Name,Zipcode,Name
unknown,aldi_sud_ie,,unknown,"ALDI Bridge Street, Ashbourne"
unknown,allied_irish_banks_ie,,unknown,AIB Bank - Ashbourne
unknown,inver,The Brink,unknown,Inver The Brink
Dunshaughlin,lidl_ie,,unknown,Dunshaughlin
Ashbourne,lidl_ie,,unknown,Ashbourne
Clonee,lidl_ie,,unknown,Clonee
Navan,lidl_ie,,unknown,Navan
Trim,lidl_ie,,unknown,Trim
Meath,maxol_ie,,unknown,Maxol Service Station Riverside
Navan,mercedes_benz,,unknown,Prime Automotive Limited
Drogheda,snap_fitness,Unit 1b Drogheda Retail Park,unknown,Drogheda
Navan,snap_fitness,First Floor (above M&S),unknown,Navan
Trim Meath,subway,,unknown,Subway Applegreen Service Station
Navan,subway,,unknown,Subway Applegreen Gas Station/C-Store
Ashbourne Co. Meath,subway,,unknown,Subway Applegreen Service Station
ASHBOURNE,visa,,unknown,unknown
TRIM,visa,,unknown,unknown
NAVAN,visa,,unknown,unknown
KELLS,visa,,unknown,unknown
