City,Place Name,Zipcode,Name
Haßloch,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Haßloch, Rathausplatz 4"
Bad Dürkheim,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bad Dürkheim, Stadtplatz 6"
Merzig,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Merzig, Poststraße 25"
St. Ingbert,fielmann_de,,unknown,"Fielmann - Ihr Optiker in St. Ingbert, Kaiserstraße 57"
Ludwigshafen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Ludwigshafen, Rhein Galerie"
Bruchsal,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bruchsal, Kaiserstraße 50"
Karlsruhe,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Karlsruhe, Kaiserstr. 163"
Speyer,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Speyer, Maximilianstraße 31"
Ettlingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Ettlingen, Leopoldstr. 13"
Saarbrücken,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Saarbrücken, Bahnhofstraße 61-63"
Baden-Baden,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Baden-Baden, Lange Straße 10"
Neunkirchen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Neunkirchen, Saarpark-Center"
Saarlouis,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Saarlouis, Französische Straße 8"
Zweibrücken,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Zweibrücken, Hauptstraße 59"
Rastatt,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Rastatt, Kaiserstraße 21"
Homburg-Saar,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Homburg-Saar, Eisenbahnstraße 31"
Neustadt a.d. Weinstraße,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Neustadt a.d. Weinstraße, Hauptstraße 31"
Völklingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Völklingen, Rathausstraße 17"
Pirmasens,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Pirmasens, Hauptstraße 42"
Landau,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Landau, Kronstr. 37"
Kaiserslautern,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Kaiserslautern, Fackelstraße 29"
