Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
575336829,bp,PAMUKKALE,,DENIZLI,,,TR,+90 532 287 98 99,,24/7,BP,Q152057
73581585,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 241 94 47,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581569,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 211 85 83,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581543,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 241 96 01,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581556,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 213 82 28,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581572,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 241 04 50,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581598,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 241 97 79,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581608,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 211 14 16,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581611,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 268 57 76,,Mo-Fr 08:30-12:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581624,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 211 70 82,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581637,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 212 21 65,,Mo-Fr 08:30-12:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581640,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 276 51 20,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73581653,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 266 50 34,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73602532,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 461 24 63,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73602545,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 271 41 22,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73602558,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 272 12 40,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73602561,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 283 21 22,,Mo-Fr 08:30-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73602574,moneygram,POSTA VE TELGRAF TESKILATI ANONIM SIRKET,,DENIZLI,,,TR,+90 258 272 29 71,,Mo-Fr 08:30-17:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
