City,Place Name,Zipcode,Name
Gdańsk,fielmann_pl,,unknown,"Fielmann – Twój optyk w Gdańsku Wrzeszczu, Galeria Bałtycka"
Słupsk,fielmann_pl,,unknown,"Fielmann – Twój optyk w Słupsku, CH Jantar"
Grudziądz,fielmann_pl,,unknown,"Fielmann – Twój optyk w Grudziądzu, CH Alfa Centrum"
Gorzów Wielkopolski,fielmann_pl,,unknown,"Fielmann – Twój optyk w Gorzowie Wielkopolskim, CH Nova Park"
Olsztyn,fielmann_pl,,unknown,"Fielmann – Twój optyk w Olsztynie, Galeria Warmińska"
Bydgoszcz,fielmann_pl,,unknown,"Fielmann – Twój optyk w Bydgoszczy, Galeria Zielone Arkady"
Szczecin,fielmann_pl,,unknown,"Fielmann – Twój optyk w Szczecinie, Al. Wojska Polskiego 21"
Elbląg,fielmann_pl,,unknown,"Fielmann – Twój optyk w Elblągu, CH Ogrody"
Toruń,fielmann_pl,,unknown,"Fielmann – Twój optyk w Toruniu, Atrium Copernicus"
Koszalin,fielmann_pl,,unknown,"Fielmann – Twój optyk w Koszalinie, CH Atrium"
Gdynia,fielmann_pl,,unknown,"Fielmann – Twój optyk w Gdyni, Centrum Handlowe RIVIERA"
