City,Place Name,Zipcode,Name
BILA TSERKVA,visa,,unknown,unknown
VASYLKOV,visa,,unknown,unknown
OBUKHIV,visa,,unknown,unknown
RZHYSHCHIV,visa,,unknown,unknown
VYSHNEVE,visa,,unknown,unknown
PUSHCHA VODYTSYA,visa,,unknown,unknown
PEREYASLAV-KHMELNYTSKYY,visa,,unknown,unknown
OVRUCH,visa,,unknown,unknown
BORISPIL,visa,,unknown,unknown
VYSHHOROD,visa,,unknown,unknown
BORYSPIL,visa,,unknown,unknown
NOVI PETRIVTSI,visa,,unknown,unknown
BROVARY,visa,,unknown,unknown
KVYTNEVE,visa,,unknown,unknown
NIJIN,visa,,unknown,unknown
