City,Place Name,Zipcode,Name
Köthen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Köthen, Schalaunische Straße 38"
Dessau-Roßlau,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Dessau-Roßlau Dessau, Poststraße 6"
Merseburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Merseburg, Gotthardstraße 27"
Halle (Saale),fielmann_de,,unknown,"Fielmann - Ihr Optiker in Halle (Saale) Zentrum, Leipziger Straße 102"
Quedlinburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Quedlinburg, Steinbrücke 18"
Lutherstadt Eisleben,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Lutherstadt Eisleben, Markt 54"
Schönebeck,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Schönebeck, Salzer Straße 8"
Magdeburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Magdeburg Mitte, Breiter Weg 173"
Nordhausen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Nordhausen, Bahnhofstraße 12 - 13"
Burg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Burg, Schartauer Straße 3"
Bernburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bernburg, Lindenstraße 20 e"
Halberstadt,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Halberstadt, Fischmarkt 4a"
Wernigerode,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wernigerode, Breite Straße 14"
Sangerhausen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Sangerhausen, Göpenstraße 18"
Brandenburg an der Havel,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Brandenburg an der Havel, Hauptstraße 23"
Lutherstadt Wittenberg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Lutherstadt Wittenberg, Collegienstraße 90/91"
Aschersleben,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Aschersleben, Krügerbrücke 5"
Helmstedt,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Helmstedt, Marktpassage"
