Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
aeba1fde7427990b6cff65f90188bf84,western_union,EQUITY BANK NKUBU,,Nkubu,MERU,,KE,+254 763 068037,https://location.westernunion.com/ke/meru/nkubu/aeba1fde7427990b6cff65f90188bf84,Mo-Fr 08:00-18:00; Sa 08:00-13:00,Western Union,Q861042
f1fcb6d9545bf7ef0d2a6daeacf72574,western_union,SIDIAN BANK NKUBU,,Nkubu,MERU,,KE,+254 20 0645275,https://location.westernunion.com/ke/meru/nkubu/f1fcb6d9545bf7ef0d2a6daeacf72574,Mo-Fr 08:00-04:00; Sa 08:00-12:00,Western Union,Q861042
8f91560e645661a73c5912997be55319,western_union,I AND M BANK LIMITED MERU BRANCH,,Meru,MERU,,KE,+254 20 3221037,https://location.westernunion.com/ke/meru/meru/8f91560e645661a73c5912997be55319,Mo-Fr 08:30-16:30; Sa 08:30-13:00,Western Union,Q861042
9bdc8ccd0d99295cf116e54f8b8222ee,western_union,NATIONAL BANK MERU,,Meru,MERU,,KE,+254 64 32031,https://location.westernunion.com/ke/meru/meru/9bdc8ccd0d99295cf116e54f8b8222ee,Mo-Fr 08:00-17:00; Sa 08:00-13:00,Western Union,Q861042
3949dada0d0dd9ed831282e26e798c7c,western_union,HOUSING FINANCE MERU,,Meru,MERU,,KE,+254 20 3262355,https://location.westernunion.com/ke/meru/meru/3949dada0d0dd9ed831282e26e798c7c,Mo-Fr 08:30-16:30; Sa 08:30-12:30,Western Union,Q861042
12dc8d6b8bef33f8736671ed9e07907f,western_union,CO OPERATIVE BANK MERU BRANCH,,Meru,MERU,,KE,+254 734 683371,https://location.westernunion.com/ke/meru/meru/12dc8d6b8bef33f8736671ed9e07907f,Mo-Fr 08:00-18:00; Sa 08:00-15:00,Western Union,Q861042
efd7a32368b33e113fe891b1d2b5bb9f,western_union,FAMILY BANK MERU,,Meru,MERU,,KE,+254 710 901406,https://location.westernunion.com/ke/meru/meru/efd7a32368b33e113fe891b1d2b5bb9f,Mo-Fr 08:00-17:00; Sa 08:00-13:00,Western Union,Q861042
962efd8e70ab80d965294658c054c91b,western_union,KCB MAKUTANO,,Makutano,MERU,,KE,+254 792 939941,https://location.westernunion.com/ke/meru/makutano/962efd8e70ab80d965294658c054c91b,Mo-Fr 08:30-17:00; Sa 08:30-13:00,Western Union,Q861042
a91b5308446c6747d4c37de194451ac2,western_union,CO OPERATIVE BANK MAUA BRANCH,,Maua,MERU,,KE,+254 728 608309,https://location.westernunion.com/ke/meru/maua/a91b5308446c6747d4c37de194451ac2,Mo-Fr 08:30-16:00; Sa 08:30-12:00,Western Union,Q861042
e6fe4077b423e9f9ca7ee04967cd2512,western_union,KCB MAUA,,Meru,MERU,,KE,+254 64 21025,https://location.westernunion.com/ke/meru/meru/e6fe4077b423e9f9ca7ee04967cd2512,Mo-Fr 08:30-17:00; Sa 08:30-13:00,Western Union,Q861042
