Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://stores.footlocker.de/en/de-sl/sulzbach/,footlocker,"Foot Locker Locations in SULZBACH, Saarland | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-sl/sulzbach/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-sl/saarbrucken/,footlocker,"Foot Locker Locations in Saarbrucken, Saarland | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-sl/saarbrucken/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-sl/leipzig/,footlocker,"Foot Locker Locations in Leipzig, Saarland | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-sl/leipzig/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-sl/dresden/,footlocker,"Foot Locker Locations in Dresden, Saarland | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-sl/dresden/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-sh/lubeck/,footlocker,"Foot Locker Locations in Lübeck, Schleswig-Holstein | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-sh/lubeck/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-nw/trier/,footlocker,"Foot Locker Locations in Trier, North Rhine-Westphalia | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-nw/trier/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-nw/recklinghausen/,footlocker,"Foot Locker Locations in Recklinghausen, North Rhine-Westphalia | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-nw/recklinghausen/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-nw/koblenz/,footlocker,"Foot Locker Locations in Koblenz, North Rhine-Westphalia | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-nw/koblenz/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-nw/duren/,footlocker,"Foot Locker Locations in Düren, North Rhine-Westphalia | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-nw/duren/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-mv/wuppertal/,footlocker,"Foot Locker Locations in Wuppertal, Mecklenburg-Vorpommern | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-mv/wuppertal/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-mv/recklinghausen/,footlocker,"Foot Locker Locations in Recklinghausen, Mecklenburg-Vorpommern | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-mv/recklinghausen/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-nw/ludwigshafenamrhein/,footlocker,"Foot Locker Locations in Ludwigshafen Am Rhein, North Rhine-Westphalia | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-nw/ludwigshafenamrhein/,,Foot Locker,Q63335
https://stores.footlocker.de/en/de-mv/osnabruck/,footlocker,"Foot Locker Locations in Osnabruck, Mecklenburg-Vorpommern | Approved",,New York,NY,,DE,+49 800 8638932,https://stores.footlocker.de/en/de-mv/osnabruck/,,Foot Locker,Q63335
