State,Place Name,City,Establishments
UNKNOWN,accor,unknown,6
UNKNOWN,alamo,Tallinn,1
HARJU,audi,Tallinn,1
SAARE,audi,Kuressaare,1
TARTU,audi,Tartu,1
PAERNUMAA,audi,Pärnu,1
IDAVIRUMAA,audi,Jõhvi,1
TARTUMAA,avis,Tartumaa,1
TALLINN,avis,Tallinn,2
UNKNOWN,bmw_group,"Peetri, Rae vald",1
ESTONIA,bmw_group,Tallinn,1
MAAKOND,bmw_group,Soinaste  Küla,1
UNKNOWN,bmw_group,Kohtla-Järve,1
HARJUMAA,bmw_group,Tallinn,1
HARJUMAA,bmw_group,Rae Vald Harjumaa,1
ESTONIA,bmw_group,Pärnu,2
HARJU,brewdog,Tallinna linn,1
UNKNOWN,calvin_klein,Tallinn,2
UNKNOWN,church_of_england_gb,unknown,1
UNKNOWN,crocs_eu,Tallinn,2
UNKNOWN,crocs_eu,Tartu,1
UNKNOWN,dodo_pizza,Tallinn,3
UNKNOWN,dodo_pizza,Pärnu,1
UNKNOWN,ecco,Tartu,4
UNKNOWN,ecco,Pärnu,1
UNKNOWN,ecco,Tallinn,7
UNKNOWN,ecco,Narva,2
UNKNOWN,enterprise,Tallinn,1
UNKNOWN,ernst_young,Tallinn,1
UNKNOWN,esprit,Tallin,1
UNKNOWN,esprit,Tallinn,1
UNKNOWN,hilton,unknown,1
UNKNOWN,hm,Tallinn,5
UNKNOWN,hm,Pärnu,1
UNKNOWN,hm,Narva,1
UNKNOWN,hm,Tartu,2
UNKNOWN,hm,Rakvere,1
UNKNOWN,hm,Kuressaare,1
UNKNOWN,hm,Johvi,1
01,hugo_boss,Tallinn,3
12,hugo_boss,Tartu,1
HARJU,ich_tanke_strom,Tallinna linn,1
RAPLAMAA,ionity,Maerjamaa vald,1
UNKNOWN,lhw,Tallinn,1
UNKNOWN,lidl_ee,Tallinn,6
UNKNOWN,lidl_ee,Narva,2
UNKNOWN,lidl_ee,Tartu,1
UNKNOWN,lidl_ee,Pärnu,1
UNKNOWN,lidl_ee,Jõhvi,1
UNKNOWN,lidl_ee,Räni alevik,1
UNKNOWN,lidl_ee,Rakvere vald,1
UNKNOWN,longchamp,TALLINN,1
UNKNOWN,man_truck_and_bus,Valga,1
UNKNOWN,man_truck_and_bus,Tallinn,2
UNKNOWN,maserati,TALLINN,1
UNKNOWN,mercedes_benz,Tallinn,1
UNKNOWN,mercedes_benz,Maardu/ Tallinn,1
UNKNOWN,mercedes_benz,Pärnu,1
TARTUMAAKOND,mercedes_benz,Õssu,1
UNKNOWN,mercedes_benz,Rakvere,1
UNKNOWN,moneygram,TALLINN,8
UNKNOWN,moneygram,PARNU,1
UNKNOWN,moneygram,LONDON,1
UNKNOWN,national,Tallinn,1
UNKNOWN,newyorker,Tallinn,4
UNKNOWN,newyorker,Tartu,2
UNKNOWN,newyorker,Pärnu,1
UNKNOWN,newyorker,Rakvere,1
UNKNOWN,newyorker,Narva,1
UNKNOWN,newyorker,Viljandi,1
UNKNOWN,newyorker,Johvi,1
UNKNOWN,next,11415 Tallinn,1
UNKNOWN,next,Tallinn,1
UNKNOWN,next,Tartu,1
UNKNOWN,next,13522 Tallinn,1
UNKNOWN,next,Rae Parish,1
ESTONIA,nike,Tallinn,2
UNKNOWN,nike,Tartu,1
UNKNOWN,nike,Tallinn,1
UNKNOWN,ovs,Tallinn,3
UNKNOWN,ovs,Tartu,1
UNKNOWN,ovs,Rae Parish,1
JAERVAMAA,pepco,Paide linn,1
HARJU,pepco,Tallinna linn,11
PAERNUMAA,pepco,Paernu linn,3
HARJU,pepco,Saue vald,3
HARJU,pepco,Kiili vald,1
LAEAENEVIRUMAA,pepco,Rakvere linn,2
RAPLAMAA,pepco,Rapla vald,1
IDAVIRUMAA,pepco,Narva linn,2
TARTU,pepco,Tartu linn,3
HARJU,pepco,Viimsi vald,1
HARJU,pepco,Keila linn,1
HARJU,pepco,Maardu linn,1
LAEAENE,pepco,Ridala Parish,1
IDAVIRUMAA,pepco,Sillamaee linn,1
IDAVIRUMAA,pepco,Johvi vald,1
IDAVIRUMAA,pepco,Kohtla-Jaerve linn,1
VORUMAA,pepco,Voru linn,1
SAARE,pepco,Kuressaare linn,1
VILJANDIMAA,pepco,Viljandi linn,1
UNKNOWN,renault,VILJANDI [EESTI],2
UNKNOWN,renault,NARVA [EESTI],2
UNKNOWN,renault,TALLINN  EESTI,4
UNKNOWN,renault,RAKVERE [EESTI],2
UNKNOWN,renault,KURESSAARE/SAAREMAA [EESTI],2
UNKNOWN,renault,TALLINNA LAAGRI ESINDUS,2
UNKNOWN,renault,"HARKU, HARJUMAA [EESTI]",2
UNKNOWN,renault,TARTU EESTI,2
UNKNOWN,renault,PARNU  [EESTI],2
UNKNOWN,renault,HAAPSALU EESTI,2
UNKNOWN,scania,Rakvere,1
UNKNOWN,scania,Saue,1
UNKNOWN,scania,Tallinn,1
UNKNOWN,sixt,Paernu,1
UNKNOWN,sixt,Tartu,2
UNKNOWN,sixt,Tallinn,4
UNKNOWN,skoda,unknown,12
UNKNOWN,subway,Tartu,1
UNKNOWN,subway,Tallinn,1
UNKNOWN,superdry,Tallinn,2
UNKNOWN,timberland,Riga,2
UNKNOWN,timberland,Parnu,1
UNKNOWN,timberland,Tallinn,5
UNKNOWN,timberland,Tartu,3
UNKNOWN,tommy_hilfiger,Tallinn,4
UNKNOWN,tommy_hilfiger,Tartu,2
UNKNOWN,tommy_hilfiger,Narva,1
UNKNOWN,united_colors_of_benetton,TALLINN,1
UNKNOWN,united_colors_of_benetton,TARTU,1
UNKNOWN,visa,SAAREMAA,1
UNKNOWN,visa,KURESSAARE,13
UNKNOWN,visa,MUHU,1
UNKNOWN,visa,KARLA,1
UNKNOWN,visa,KAARMAA VALD,1
UNKNOWN,visa,SAAREMAA VALD,1
UNKNOWN,visa,VALJALA,1
UNKNOWN,visa,"SAAREMAA, LEISI",1
UNKNOWN,visa,HAADEMEESTE,1
UNKNOWN,visa,ORISSAARE,1
UNKNOWN,visa,HIIUMAA,2
UNKNOWN,visa,VALGA,9
UNKNOWN,visa,TORVA,2
UNKNOWN,visa,MUHUMAA,1
UNKNOWN,visa,KILINGI-NOMME,1
