City,Place Name,Zipcode,Name
Vercelli,footlocker,,unknown,"Foot Locker in Vercelli: Vercelli, Piedmont | Approved | Own It"
Torino,footlocker,,unknown,"Foot Locker in Torino: Torino, Piedmont | Approved | Own It"
Novara,footlocker,,unknown,"Foot Locker in Novara: Novara, Piedmont | Approved | Own It"
Nichelino,footlocker,,unknown,"Foot Locker in Nichelino: Nichelino, Piedmont | Approved | Own It"
Grugliasco,footlocker,,unknown,"Foot Locker in Grugliasco: Grugliasco, Piedmont | Approved | Own It"
Cuneo,footlocker,,unknown,"Foot Locker in Cuneo: Cuneo, Piedmont | Approved | Own It"
Mondovi,footlocker,,unknown,"Foot Locker in Mondovi: Mondovi, Piedmont | Approved | Own It"
Biella,footlocker,,unknown,"Foot Locker in Biella: Biella, Piedmont | Approved | Own It"
Moncalieri,footlocker,,unknown,"Foot Locker in Moncalieri: Moncalieri, Piedmont | Approved | Own It"
Asti,footlocker,,unknown,"Foot Locker in Asti: Asti, Piedmont | Approved | Own It"
Alessandria,footlocker,,unknown,"Foot Locker in Alessandria: Alessandria, Piedmont | Approved | Own It"
