City,Place Name,Zipcode,Name
Gronau,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Gronau, Neustraße 25"
Lengerich,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Lengerich, Altstadt 17"
Coesfeld,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Coesfeld, Letter Straße 10"
Bramsche,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bramsche, Große Straße 31"
Borken,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Borken, Markt 5"
Warendorf,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Warendorf, Münsterstraße 15"
Emsdetten,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Emsdetten, Kirchstraße 6"
Ibbenbüren,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Ibbenbüren, Große Straße 14"
Gütersloh,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Gütersloh, Berliner Straße 16"
Nordhorn,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Nordhorn, Hauptstr. 46"
Rheine,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Rheine, Emsstraße 27"
Ahlen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Ahlen, Oststraße 36"
Lingen (Ems),fielmann_de,,unknown,"Fielmann - Ihr Optiker in Lingen (Ems), Am Markt 9-10"
Greven,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Greven, Königstr. 2"
Hamm,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Hamm, Weststraße 48"
Meppen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Meppen, Markt 25"
Beckum,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Beckum, Nordstraße 20"
Osnabrück,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Osnabrück, Große Straße 3"
Münster,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Münster, Klosterstraße 53"
Dülmen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Dülmen, Markt 9"
Ahaus,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Ahaus, Markt 26"
