City,Place Name,Zipcode,Name
Bremervörde,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bremervörde, Brunnenstraße 2"
Burgdorf,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Burgdorf, Poststraße 1"
Soltau,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Soltau, Marktstraße 12"
Bremen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bremen Vegesack, Gerhard-Rohlfs-Straße 20"
Geesthacht,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Geesthacht, Bergedorfer Straße 51"
Celle,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Celle, Zöllnerstraße 34"
Walsrode,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Walsrode, Moorstraße 66"
Osterholz-Scharmbeck,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Osterholz-Scharmbeck, Kirchenstraße 19 - 19 a"
Buchholz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Buchholz, Breite Straße 15"
Rotenburg (Wümme),fielmann_de,,unknown,"Fielmann - Ihr Optiker in Rotenburg (Wümme), Große Str. 4"
Verden (Aller),fielmann_de,,unknown,"Fielmann - Ihr Optiker in Verden (Aller), Große Str. 82-84"
Nienburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Nienburg, Georgstraße 8"
Stade,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Stade, Holzstraße 10"
Winsen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Winsen, Rathausstraße 5"
Buxtehude,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Buxtehude, Lange Straße 16"
Achim,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Achim, Bremer Straße 1 b"
Delmenhorst,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Delmenhorst, Lange Straße 35"
Cuxhaven,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Cuxhaven, Nordersteinstraße 8"
