City,Place Name,Zipcode,Name
Santa Marta de Tormes,deichmann,,unknown,DEICHMANN tienda Santa Marta de Tormes Avenida De Salamanca S/N
Palencia,deichmann,,unknown,DEICHMANN tienda Palencia Avenida De Madrid 37
León,deichmann,,unknown,"DEICHMANN tienda León Avda. País Leonés, 12"
Burgos,deichmann,,unknown,"DEICHMANN tienda Burgos Avenida Castilla Y León, 22"
Salamanca,deloitte,,unknown,Deloitte - Salamanca
Valladolid,mercedes_benz,,unknown,"INTEGRAL DE AUTOMOCION 2000, S.A.U."
Avila,mercedes_benz,,unknown,"INDUSTRIA TECNICA DE AUTOMOCION Y REPUESTOS, S.L.U."
Salamanca,mercedes_benz,,unknown,"AGRO-TRACCIÓN VEHÍCULOS, S.A."
Ávila,mercedes_benz,,unknown,"MOBILITY AUTOCENTRO, S.L."
Segovia,mercedes_benz,,unknown,"ITARSA NORTE, S.L."
León,mercedes_benz,,unknown,"LERCAUTO 96, S.A."
Valladolid,smart,,unknown,"AUTOMOCION A. CEREZO, S.L."
Salamanca,tedi,,unknown,TEDi Comercio S.L.U.
Zamora,tedi,,unknown,TEDi Comercio S.L.U.
León,tedi,,unknown,TEDi Comercio S.L.U.
Ponferrada,tedi,,unknown,TEDi Comercio S.L.U.
Valladolid,tedi,,unknown,TEDi Comercio S.L.U.
Palencia,tedi,,unknown,TEDi Comercio S.L.U.
Burgos,tedi,,unknown,TEDi Comercio S.L.U.
Miranda de Ebro,tedi,,unknown,TEDi Comercio S.L.U.
