State,Place Name,City,Establishments
UNKNOWN,accor,unknown,4
UNKNOWN,alstom,unknown,1
BAKI,audi,Baku,1
TERMINAL1,avis,Baku,1
BAKU,avis,Baku,1
UNKNOWN,bmw_group,Baku,3
AZERBAIJAN,botteg_aveneta,Baku,2
UNKNOWN,deloitte,Baku,1
UNKNOWN,ernst_young,Baku,1
UNKNOWN,geox,BAKU,3
UNKNOWN,hilton,unknown,1
01,hugo_boss,Baku,1
BAKI,lukoil,BAKI,2
BAKI,lukoil,BAKI S,1
BAKI,lukoil,BAKI S  BALAXANI POS.,1
GOYGOLRAYON,lukoil,GOYGOL R-N,1
HACIQABUL,lukoil,unknown,3
BAKI,lukoil,Baku ,1
BAKI,lukoil,Baki,1
SALYAN,lukoil,Salyan r-n Marisli ( levaya st),1
SALYAN,lukoil,Salyan r-n Marisli k,1
BILASUVARRAYON,lukoil,BILASUVAR 104 KM ALAT-ASTARA,1
SUMQAYIT,lukoil,SALYAN,1
BARDARAYON,lukoil,Yevlax s,1
GANJACITY,lukoil,Q.GANJA ,1
SHAKICITY,lukoil,Seki,1
BAKI,lukoil,Abseron r-n pos.Saray,1
SALYAN,lukoil,unknown,1
SABIRABAD,lukoil,Sabirabad s,1
GOYGOLRAYON,lukoil,Gyandzha,1
BAKI,lukoil,Abseron r-n,1
FUEZULI,lukoil,BEYLAGAN,1
BAKI,lukoil,Baku,18
LANKARAN,lukoil,Lenkoran,1
GANJACITY,lukoil,unknown,1
LANKARAN,lukoil,Lankaran,1
AGDAS,lukoil,Agdash,1
GANJACITY,lukoil,Ganja,2
QUBA,lukoil,Guba s.H.Aliyev k 31,1
SAMUX,lukoil,Ganja s. Mammadov kuc,1
ABSERON,lukoil,Baku,2
ABSERON,lukoil,Sumgayit,1
AGHJABADIRAYON,lukoil,Agjabedi,1
MASALLY,lukoil,Masalli,1
SALYAN,lukoil,-,1
BARDARAYON,lukoil,Barda,2
BAKI,lukoil,unknown,1
ASTARA,lukoil,unknown,1
TOVUZ,lukoil,Tovuz,1
QABALARAYON,lukoil,Gabala,1
QABALARAYON,lukoil,GabaLa,1
SAMAXI,lukoil,Shamakha,1
BILASUVARRAYON,lukoil,unknown,1
ABSERON,lukoil,Xirdalan,2
SUMQAYIT,lukoil,Sumgayit,2
QUSAR,lukoil,unknown,1
XACMAZ,lukoil,Xachmaz,1
YEVLAXCITY,lukoil,Yevlax,1
UNKNOWN,man_truck_and_bus,Baku,2
UNKNOWN,man_truck_and_bus,"St. Petersburg, Russia",1
UNKNOWN,marriott,Baku,4
UNKNOWN,michaelkors,Baku,2
UNKNOWN,newyorker,Baku,6
UNKNOWN,newyorker,Ganja,1
UNKNOWN,next,Baku AZ1001,1
UNKNOWN,next,Baku,1
UNKNOWN,next,BAKU,1
UNKNOWN,ovs,Baku,3
UNKNOWN,sixt,Baku,2
UNKNOWN,speed_queen,Baku,1
UNKNOWN,tommy_hilfiger,Baku,2
UNKNOWN,united_colors_of_benetton,BAKU,4
UNKNOWN,visa,BAKU,367
UNKNOWN,visa,KENGERLI,3
UNKNOWN,visa,SARUR,5
UNKNOWN,visa,SADARAK,2
UNKNOWN,visa,NAKHCHIVAN,13
UNKNOWN,visa,BABEK,3
UNKNOWN,visa,CULFA,4
UNKNOWN,visa,SAHBUZ,2
UNKNOWN,visa,ORDUBAD,1
UNKNOWN,visa,TOVUZ,11
UNKNOWN,visa,GADABAY,2
UNKNOWN,visa,QAZAX,4
UNKNOWN,visa,GAZAKH,1
UNKNOWN,visa,GEDEBEY,1
UNKNOWN,visa,AGSTAFA,4
UNKNOWN,visa,DASHKESEN,2
UNKNOWN,visa,DASHKASAN,1
UNKNOWN,visa,SAMKIR,6
UNKNOWN,visa,SHAMKIR,2
UNKNOWN,visa,GANJA,28
UNKNOWN,visa,GOY-GOL,1
UNKNOWN,visa,XANLAR,3
UNKNOWN,visa,BEYLAGAN,38
UNKNOWN,visa,GENCE,1
UNKNOWN,visa,GORANBOY,12
UNKNOWN,visa,GENJA,1
UNKNOWN,visa,SAMUX,2
UNKNOWN,visa,AGDAM,7
UNKNOWN,visa,TARTAR,4
UNKNOWN,visa,NAFTALAN,2
UNKNOWN,visa,LANKARAN,17
UNKNOWN,visa,BARDA,15
UNKNOWN,visa,YARDIMLI,5
UNKNOWN,visa,YEVLAX,7
UNKNOWN,visa,LERIK,4
UNKNOWN,visa,MINGECHAUR,5
UNKNOWN,visa,BALAKAN,3
UNKNOWN,visa,MINGECHEVIR,1
UNKNOWN,visa,MINGACHEVIR,4
UNKNOWN,visa,DAVACI,5
UNKNOWN,visa,ASTARA,8
UNKNOWN,visa,BALAKEN,1
UNKNOWN,visa,AGDASH,4
UNKNOWN,visa,CALILABAD,9
UNKNOWN,visa,ZARDAB,3
UNKNOWN,visa,MASALLI,12
UNKNOWN,visa,LENKERAN,1
UNKNOWN,visa,ZAQATALA,4
UNKNOWN,visa,ZAQATAL A,1
UNKNOWN,visa,LENKARAN,2
UNKNOWN,visa,IMISHLI,1
UNKNOWN,visa,AGHDASH,2
UNKNOWN,visa,UCAR,3
UNKNOWN,visa,SHAKI,9
UNKNOWN,visa,BILASUVAR,7
UNKNOWN,visa,QAX,4
UNKNOWN,visa,QAKH,1
UNKNOWN,visa,UJAR,1
UNKNOWN,visa,GOYCHAY,3
UNKNOWN,visa,OGUZ,3
UNKNOWN,visa,SAATLI,8
UNKNOWN,visa,NEFTCALA,7
UNKNOWN,visa,KURDEMIR,1
UNKNOWN,visa,KURDAMIR,4
UNKNOWN,visa,SABIRABAD,14
UNKNOWN,visa,SHIRVAN,12
UNKNOWN,visa,SALYAN,13
UNKNOWN,visa,QABALA,11
UNKNOWN,visa,QEBELE,1
UNKNOWN,visa,ISMAYILLI,5
UNKNOWN,visa,NEFTCHALA,1
UNKNOWN,visa,AGHSU,1
UNKNOWN,visa,AGSU,2
UNKNOWN,visa,QAZIMAMMAD,4
UNKNOWN,visa,HACHIQABUL,1
UNKNOWN,visa,QUSAR,8
UNKNOWN,visa,BILESUVAR,1
UNKNOWN,visa,HAGIQABUL,1
UNKNOWN,visa,SHAMAXI,1
UNKNOWN,visa,SHAMAKHI,3
UNKNOWN,visa,QOBUSTAN,3
UNKNOWN,visa,QUBA,15
UNKNOWN,visa,GUSAR,1
UNKNOWN,visa,GUBA,1
UNKNOWN,visa,SANGACHAL,1
UNKNOWN,visa,XIZI,2
UNKNOWN,visa,XACMAZ,10
UNKNOWN,visa,XACHMAZ,1
UNKNOWN,visa,KHACMAZ,1
UNKNOWN,visa,KHUDAT,1
UNKNOWN,visa,SIYAZAN,3
UNKNOWN,visa,SIYEZEN,1
UNKNOWN,visa,NABRAN,1
UNKNOWN,visa,SUMGAIT,18
UNKNOWN,visa,ABSHERON,18
UNKNOWN,visa,KHIRDALAN,2
UNKNOWN,visa,XIRDALAN,1
UNKNOWN,visa,SUMGAYIT,7
UNKNOWN,visa,SUMQAYIT,2
UNKNOWN,visa,BAKI,3
UNKNOWN,visa,SHUVALAN,1
UNKNOWN,western_union,Astara,12
UNKNOWN,western_union,Lenkoran,6
UNKNOWN,western_union,Neftchala,4
UNKNOWN,western_union,Dzhalilabad,6
UNKNOWN,western_union,Dzhabrail,1
UNKNOWN,western_union,Bilasuvar,2
UNKNOWN,western_union,Salyan,2
UNKNOWN,western_union,Salyany,1
UNKNOWN,western_union,Baku,250
UNKNOWN,western_union,Fizuli,1
UNKNOWN,western_union,Goradiz,1
UNKNOWN,western_union,Shirvan,5
UNKNOWN,western_union,Divichi,1
UNKNOWN,western_union,Belasuvar,1
SHIRVAN,western_union,Shirvan,2
UNKNOWN,western_union,Zangilan,1
UNKNOWN,western_union,Zangelan,1
UNKNOWN,western_union,Saatly,4
UNKNOWN,western_union,Gadzhigabul,3
UNKNOWN,western_union,Adzhikabul,1
UNKNOWN,western_union,Imishli,4
UNKNOWN,western_union,Masally,8
MASALLI,western_union,Masalli,1
UNKNOWN,western_union,Yardymly,2
UNKNOWN,western_union,Lenkeran,3
LENKORAN,western_union,Lenkoran,2
UNKNOWN,western_union,Lerik,2
UNKNOWN,western_union,Ordubad,2
UNKNOWN,western_union,Shakhbuz,1
UNKNOWN,western_union,Balakan,1
UNKNOWN,western_union,Dzhulfa,2
UNKNOWN,western_union,Babek,1
UNKNOWN,western_union,Kongerli,1
UNKNOWN,western_union,Kyvrak,1
UNKNOWN,western_union,Sharur,2
NAKHICHEVAN,western_union,Nakhichevan,1
UNKNOWN,western_union,Nakhichevan,3
UNKNOWN,western_union,Neftechala,1
UNKNOWN,western_union,Nakhchyvan,1
UNKNOWN,western_union,Sadarak,1
UNKNOWN,western_union,Khachmaz,10
UNKNOWN,western_union,Khachmas,1
KHACHMAZ,western_union,Khachmaz,2
UNKNOWN,western_union,Gusar,3
KUSARY,western_union,Kusary,1
UNKNOWN,western_union,Gedebey,2
UNKNOWN,western_union,Gazakh,4
UNKNOWN,western_union,Kedabek,1
UNKNOWN,western_union,Tovuz,5
UNKNOWN,western_union,Tauz,1
UNKNOWN,western_union,Tavuz,1
UNKNOWN,western_union,Dashkesan,4
UNKNOWN,western_union,Dashkesen,1
UNKNOWN,western_union,Agdam,2
UNKNOWN,western_union,Beylagan,3
UNKNOWN,western_union,Agsu,3
UNKNOWN,western_union,Gyandzha,13
UNKNOWN,western_union,Agstafa,2
UNKNOWN,western_union,Akstafa,2
UNKNOWN,western_union,Gedabek,1
UNKNOWN,western_union,Agdzhabedi,7
UNKNOWN,western_union,Shamkir,7
UNKNOWN,western_union,Gandzha,12
AGDZHABEDI,western_union,Agdzhabedi,1
UNKNOWN,western_union,Geranboy,8
UNKNOWN,western_union,Goygol,1
UNKNOWN,western_union,Shemkir,2
UNKNOWN,western_union,Geygel,1
SHAMKIR,western_union,Shamkir,1
UNKNOWN,western_union,Gek Gel,2
UNKNOWN,western_union,Ismailly,3
UNKNOWN,western_union,Agdash,4
GYANDZHA,western_union,Gyandzha,1
GYANDZHA,western_union,Novaya Gendzha,1
UNKNOWN,western_union,Samukh,9
UNKNOWN,western_union,Terter,2
UNKNOWN,western_union,Ter Ter,1
UNKNOWN,western_union,Sabirabad,4
UNKNOWN,western_union,Barda,5
UNKNOWN,western_union,Naftalan,2
UNKNOWN,western_union,Zardab,3
UNKNOWN,western_union,Zarlab,2
BAKU,western_union,Baku,23
UNKNOWN,western_union,Badamdar,2
UNKNOWN,western_union,Goranboy,1
UNKNOWN,western_union,Lokbatan,1
BAKU,western_union,Samad Vurgun,1
