City,Place Name,Zipcode,Name
Diepholz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Diepholz, Lange Str. 43"
Varel,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Varel, Hindenburgstraße 4"
Friesoythe,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Friesoythe, Lange Straße 16"
Wildeshausen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wildeshausen, Westerstraße 46"
Westerstede,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Westerstede, Am Markt 4a"
Esens,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Esens, Herdestraße 2"
Wittmund,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wittmund, Norderstraße 19"
Norden,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Norden, Neuer Weg 113"
Cloppenburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Cloppenburg, Lange Straße 67"
Nordenham,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Nordenham, Friedrich-Ebert-Straße 7"
Bremerhaven,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bremerhaven Zentrum, Bürgermeister-Smidt-Str. 108"
Leer,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Leer, Mühlenstr. 75"
Papenburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Papenburg, Hauptkanal Links 32"
Emden,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Emden, Zwischen beiden Märkten 2-4"
Aurich,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Aurich, Marktplatz 28"
Brake,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Brake, Am Ahrenshof 2"
Vechta,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Vechta, Große Straße 95"
Jever,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Jever, Kaakstraße 1"
Wilhelmshaven,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wilhelmshaven, Marktstraße 46"
Lohne,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Lohne, Deichstr. 4"
