City,Place Name,Zipcode,Name
unknown,aldi_sud_ie,,unknown,"ALDI Cranmore Lane, Sligo"
unknown,allied_irish_banks_ie,,unknown,AIB Bank - Sligo
Sligo,lidl_ie,,unknown,Sligo - Finisklin Road
unknown,lidl_ie,,unknown,unknown
Sligo,maxol_ie,,unknown,Innisfree Maxol Service Station
Sligo,mercedes_benz,,unknown,Connolly Bros Car Sales (North West) Limited
Sligo,smart,,unknown,Connolly Bros Car Sales (North West) Limited
Sligo,snap_fitness,Unit 9 Sligo Retail Park,unknown,Sligo
Sligo,subway,,unknown,Subway Top Oil Gas Station/C-Store
Holyhill,subway,,unknown,Subway Applegreen Service Station
TUBBERCURRY,visa,,unknown,unknown
25 CASTLE STREET,visa,,unknown,unknown
ENNISCRONE,visa,,unknown,unknown
SLIGO,visa,,unknown,unknown
