City,Place Name,Zipcode,Name
南京,apple,,unknown,Apple 虹悦城
苏州,apple,,unknown,Apple 苏州
无锡,apple,,unknown,Apple 无锡恒隆广场
Nanjing,audi,No.100 Mingyao Road Qinhua District Nanjing 100 210000 Nanjing,unknown,"Jiangsu Huaxing Shenlan Automobile Co., Ltd."
Nanjing,audi,No. 2 Xixia Rd. Nanjing 2 210038 Nanjing,unknown,"Nanjing Langchi Group Su'ao Automobile Sales & Service Co., Ltd."
Wuxi,audi,No.1888 East Taihu Road Wuxi 1888 214104 Wuxi,unknown,"Wuxi De'er Automotive Co., Ltd."
Nantong,audi,No. 1085 Xinghu St. Economic Development Zone Nantong Jiangsu Prov. 1085 226010 Nantong,unknown,"Nantong Yin'ao Automotive Sales & Service Co., Ltd."
Changzhou,audi,No.10 Jiujiang Rd. Xinbei District Changhzou Jiangsu Prov. 10 213022 Changzhou,unknown,"Changzhou Kaige Auto Sales Co., Ltd."
Suzhou,audi,No.188 QingdunTao Rd. ( inside the automobile market)  Changshu Jiangsu Prov. 188 215500 Suzhou,unknown,"Changshu Dechen Automobile Sales & Service Co., Ltd."
Xuzhou,audi,No. 6 Benteng Rd. Gulou District Xuzhou Jiangsu Prov. 6 221007 Xuzhou,unknown,"Xuzhou Hupeng'aotong Automobile Sales & Service Co., Ltd."
Suzhou,audi,No. 161 East Zhongshan Road Mudu Township Wuzhong District Suzhou 161 215101 Suzhou,unknown,"FAW (Suzhou) Service Trade Co., Ltd."
Zhenjiang,audi,No. 666 Jing 12th Rd. Zhenjiang 666 212000 Zhenjiang,unknown,"Zhenjiang Aoda Automobile Sales & Service Co., Ltd."
Wuxi,audi,No. 436 Dongfeng Section of Furong Rd. Zhouzhuang Township Jiangyin Jiangsu Prov. 436 214424 Wuxi,unknown,"Jiangyin Benyue Automobile Co., Ltd."
Taizhou,audi,77，Wei 8th Rd. International Automobile City Taizhou Jiangsu Prov. 77 225300 Taizhou,unknown,"Taizhou Aozheng Guantong Automobile Sales & Service Co., Ltd."
Changzhou,audi,No. 18 D District of Auto City Wujin District Changzhou Jiangsu Prov. 18 213100 Changzhou,unknown,"Changzhou Xin'ao Automobile Sales Co., Ltd."
Wuxi,audi,No. 118 Saite Rd. Economic Development Zone Yixing Jiangsu Prov. 188 214214 Wuxi,unknown,"Yixing Detong Automobile Co., Ltd."
Nanjing,audi,No.42 Zhupu North Road Pukou District Nanjing 42 210031 Nanjing,unknown,"Nanjing Zhognshenghengyue Automobile Sales & Service Co., Ltd."
Nanjing,audi,210039 Nanjing,unknown,"Nanjing Lanzhidi Automobile Sales & Service Co., Ltd."
Wuxi,audi,No.1111 West Jianghai Road Wuxi Jiangsu Prov. 1111 214000 Wuxi,unknown,"Wuxi Defu Automobile Co., Ltd."
Nanjing,audi,210036 Nanjing,unknown,"Jiangsu Wanbangwaiqi Automobile Co., Ltd."
Nanjing,audi,No. 1 Auto 4S Shop Zone Dongqi Street Jiangning District Nanjing Jiangsu Province 4 211100 Nanjing,unknown,"Jiangsu Tian'ao Automobile Sales & Service Co., Ltd."
Nantong,audi,No. 259 East Qingnian Rd. Nantong 259 226007 Nantong,unknown,"Nantong Yichang Automotive Sales & Service Co., Ltd."
Yancheng,audi,No. 9 South Road of Xiwang Avenue Economic Development Zone Yancheng(inside the Senfeng Auto City) 9 224002 Yancheng,unknown,"Jiangsu Senfeng Huaide Automobile Co., Ltd."
Suzhou,audi,No.1 Tongguan Road Economic Development Zone Kunshan Jiangsu Prov. 1 215300 Suzhou,unknown,"Kunshan Guoyada Automobile Service Co., Ltd."
