City,Place Name,Zipcode,Name
unknown,accor,Vithei Charles de Gaulle Khum Svay Dang Kum Angkor 1010 SIEM REAP,unknown,Sofitel Angkor Phokeethra Golf & Spa Resort
unknown,accor,26 Old August Site Sothearos Boulevard Sangkat Tonle Bassac 12301 PHNOM PENH,unknown,Sofitel Phnom Penh Phokeethra
unknown,accor,Mondul 1 Village Svay Dangkum Commune 171202 SIEM REAP,unknown,ibis Styles Siem Reap
unknown,accor,1 Vithei Charles de Gaulle Khum Svay Dang Kum 0 SIEM REAP,unknown,Raffles Grand Hotel d'Angkor
unknown,accor,92 Rukhak Vithei Daun Penh Sangkat Wat Phnom 120211 PHNOM PENH,unknown,Raffles Hotel Le Royal
unknown,accor,2 Thnou Street Village 1 Commune 3 Mittapheap District 180403 SIHANOUKVILLE,unknown,Novotel Sihanoukville Holiday Resort
unknown,accor,Street 51 corner street 294 Boeung Keng Kang 1 120102 PHNOM PENH,unknown,Novotel Phnom Penh BKK 1 (Opening April 2024)
unknown,accor,No 47 Corner ST 01 and ST 94 Village 9 Sangat Wat Phnom Khan Daun Penh 12021 PHNOM PENH,unknown,TRIBE Phnom Penh Post Office Square
unknown,accor,No 11 Street 78 Sangkat Tonle Bassac Khan Chamkar Mon 120101 PHNOM PENH,unknown,ibis budget Phnom Penh Riverside
Phnom Penh,ashley_furniture,,unknown,"Ashley Phnom Penh, KH"
Phnom Penh,bmw_group,,unknown,Rolls-Royce Motor Cars Phnom Penh
"Khan Sen Sok, Phnom Penh",bmw_group,,unknown,Prestige Auto Co. Ltd
unknown,deloitte,,unknown,Deloitte - Deloitte Cambodia
Phnom Penh,ernst_young,5th Floor Emerald Building #64 Norodom Boulevard corner Street 178 Sangkat Chey Chumneah Khan Daun Penh 12206 Phnom Penh,unknown,EY
Phnom Penh,ford,,unknown,RMA Cambodia
Krong Siem Reap,hardrock,,unknown,Hard Rock Cafe Angkor
Phnom Penh,hardrock,,unknown,Hard Rock Cafe Phnom Penh
Phnom Penh,hm,,unknown,Yothapol Khemarak Phoumin Blvd (271)
"Kampuchia, Cambodia",man_truck_and_bus,,unknown,"HIGHSPEED-DIESEL (CAMBODIA) CO., LTD."
Singapore,man_truck_and_bus,,unknown,MAN ENERGY SOLUTIONS SINGAPORE PTE. LTD.
Phnom Penh,marriott,,unknown,Fairfield by Marriott Phnom Penh
Siem Reap,marriott,,unknown,Le Méridien Angkor
PHOM PENH,maserati,,unknown,HGB GROUP
PREAH VIHEAR,moneygram,,unknown,CAMBODIA POST BANK PLC. - PREAH VIHEAR -
TAKEO,moneygram,,unknown,CANADIA BANK - #28 - TAKEO BRANCH
PHNOM PENH,moneygram,,unknown,CANADIA BANK - #49 - PREK LEAP
KANDAL,moneygram,,unknown,ABA BANK - KANDAL - MUKH KAMPUL DISTRICT
KAMPONG SPEU,moneygram,,unknown,ABA BANK ODONGK DISTRICT BRANCH - KAMPO
TBONG KHMUM,moneygram,,unknown,HONG PISEY - TBONG KHMUM - HONG PISEY
THMA KOUL,moneygram,,unknown,CAMBODIA POST BANK PLC. - THMA KOUL - TH
BATTAMBANG,moneygram,,unknown,CANADIA BANK - #35 - MAUNG RUSSEY BRANCH
KAMPONG CHAM,moneygram,,unknown,ABA BANK PREY CHHOR DISTRICT BRANCH - K
VEAL VENG,moneygram,,unknown,ROTH MARY - VEAL VENG - ROTH MARY
PREY CHHOR,moneygram,,unknown,VANHSOKIM2
STUENG TRAENG,moneygram,,unknown,DIEP SOPHAL
PONHEA KRAEK,moneygram,,unknown,CAMBODIA POST BANK PLC. - PONHEA KRAEK -
O RAING OV O,moneygram,,unknown,MEY SOPHEAP - O RAING OV O - MEY SOPHEAP
O RAING OV,moneygram,,unknown,TAING SREYNIN - O RAING OV - TAING SREYN
STUNG TRENG,moneygram,,unknown,CANADIA BANK - #39 - STUNG TRENG
KAMPONG SIEM DISTRICT,moneygram,,unknown,IN SIVKHENG - KAMPONG SIEM DISTRICT - IN
OU REANG OV,moneygram,,unknown,TAING SOVANNA
DAMBAE,moneygram,,unknown,KRUY THEARA
KOH KONG,moneygram,,unknown,CANADIA BANK - #38 - KOH KONG
RUESSEI KAEV,moneygram,,unknown,NAVY AMIRA - RUESSEI KAEV - SIM NAVY
RUSSEY KEO,moneygram,,unknown,TAN YOULY
CHAMKAR MON,moneygram,,unknown,BOENG TRABAEK - BOENG TRABAEK
CHAMPONG CHAM,moneygram,,unknown,ABA BANK CHAMKAR LEU DISTRICT BRANCH -
TUOL KOUK,moneygram,,unknown,TRY DARETH
BANTEAY MEANCHEY,moneygram,,unknown,ABA BANK MONGKOL BOREI DISTRICT BRANCH
PREY VENG,moneygram,,unknown,CANADIA BANK - #16 - NEAK LOEUNG BRANCH
