City,Place Name,Zipcode,Name
ORIENTAL MINDORO,shell,,unknown,SH PINAMALAYAN ORIENTAL MIN
LIPA BATANGAS,shell,,unknown,SH DAGATAN LIPA
BATANGAS,shell,,unknown,SH MATAAS NA KAHOY
DASMARINAS CAVITE,shell,,unknown,SH GOVERNORS DRIVE LANGKAAN
CANLUBANG LAGUNA,shell,,unknown,SH LAGUNA ESTATES CANLUBANG
GENERAL TRIAS CITY CAVITE,shell,,unknown,SH GOV FERRER RD GEN TRI CAV
GENERAL TRIAS CAVITE,shell,,unknown,SH BACAO II GEN TRIAS
MORONG CITY,shell,,unknown,SH MAYBANGCAL MORONG
ANTIPOLO CITY,shell,,unknown,SH PARUGAN ANTIPOLO
PALAWAN,shell,,unknown,SH NARRA PALAWAN
