City,Place Name,Zipcode,Name
Vignate,footlocker,,unknown,"Foot Locker in Vignate: Vignate, Lombardy | Approved | Own It"
Sesto San Giovanni,footlocker,,unknown,"Foot Locker in Sesto San Giovanni-Milano: Sesto San Giovanni, Lombardy | Approved | Own It"
Seriate,footlocker,,unknown,"Foot Locker in Seriate: Seriate, Lombardy | Approved | Own It"
Segrate,footlocker,,unknown,"Foot Locker in Segrate: Segrate, Lombardy | Approved | Own It"
Varese,footlocker,,unknown,"Foot Locker in Varese: Varese, Lombardy | Approved | Own It"
San Giuliano Milanese,footlocker,,unknown,"Foot Locker in San Giuliano Milanese: San Giuliano Milanese, Lombardy | Approved | Own It"
Rozzano,footlocker,,unknown,"Foot Locker in Rozzano: Rozzano, Lombardy | Approved | Own It"
Roncadelle,footlocker,,unknown,"Foot Locker in Roncadelle: Roncadelle, Lombardy | Approved | Own It"
Roma,footlocker,,unknown,"Foot Locker in Roma: Roma, Lombardy | Approved | Own It"
Peschiera Borromeo,footlocker,,unknown,"Foot Locker in Peschiera Borromeo: Peschiera Borromeo, Lombardy | Approved | Own It"
Orio Al Serio,footlocker,,unknown,"Foot Locker in Orio Al Serio: Orio Al Serio, Lombardy | Approved | Own It"
Novate Milanese,footlocker,,unknown,"Foot Locker in Novate Milanese: Novate Milanese, Lombardy | Approved | Own It"
Monza,footlocker,,unknown,"Foot Locker in Monza: Monza, Lombardy | Approved | Own It"
Montebello Della Battagli,footlocker,,unknown,"Foot Locker in Montebello Della Battagli: Montebello Della Battagli, Lombardy | Approved | Own It"
Milano,footlocker,,unknown,"Foot Locker in Milano: Milano, Lombardy | Approved | Own It"
Lodi,footlocker,,unknown,"Foot Locker in Lodi: Lodi, Lombardy | Approved | Own It"
Limbiate,footlocker,,unknown,"Foot Locker in Limbiate: Limbiate, Lombardy | Approved | Own It"
Mantova,footlocker,,unknown,"Foot Locker in Mantova: Mantova, Lombardy | Approved | Own It"
Como,footlocker,,unknown,"Foot Locker in Tavernola: Como, Lombardy | Approved | Own It"
Erbusco,footlocker,,unknown,"Foot Locker in Erbusco: Erbusco, Lombardy | Approved | Own It"
Carugate,footlocker,,unknown,"Foot Locker in Carugate (milano): Carugate, Lombardy | Approved | Own It"
Curno,footlocker,,unknown,"Foot Locker in Curno: Curno, Lombardy | Approved | Own It"
Cantu,footlocker,,unknown,"Foot Locker in Cantu (co): Cantu, Lombardy | Approved | Own It"
Busnago,footlocker,,unknown,"Foot Locker in Busnago (milano): Busnago, Lombardy | Approved | Own It"
Assago,footlocker,,unknown,"Foot Locker in Assago: Assago, Lombardy | Approved | Own It"
Arese,footlocker,,unknown,"Foot Locker in Arese: Arese, Lombardy | Approved | Own It"
