City,Place Name,Zipcode,Name
Плевен,billa,,unknown,PLEVEN CENTER MALL
Плевен,bulgarian_posts_bg,,unknown,Плевен 9
Плевен EMS/Булпост,bulgarian_posts_bg,,unknown,EMS/Булпост
Бреница,bulgarian_posts_bg,,unknown,Бреница
Кнежа,bulgarian_posts_bg,,unknown,Кнежа
Лазарово,bulgarian_posts_bg,,unknown,Лазарово
Еница,bulgarian_posts_bg,,unknown,Еница
Радишево,bulgarian_posts_bg,,unknown,Радишево
Буковлък,bulgarian_posts_bg,,unknown,Буковлък
Славяново,bulgarian_posts_bg,,unknown,Славяново
Гривица,bulgarian_posts_bg,,unknown,Гривица
Коиловци,bulgarian_posts_bg,,unknown,Коиловци
Мечка,bulgarian_posts_bg,,unknown,Мечка
Бръшляница,bulgarian_posts_bg,,unknown,Бръшляница
Върбица,bulgarian_posts_bg,,unknown,Върбица
Рибен,bulgarian_posts_bg,,unknown,Рибен
Божурица,bulgarian_posts_bg,,unknown,Божурица
Биволаре,bulgarian_posts_bg,,unknown,Биволаре
Ясен,bulgarian_posts_bg,,unknown,Ясен
Опанец,bulgarian_posts_bg,,unknown,Опанец
Подем,bulgarian_posts_bg,,unknown,Подем
Комарево,bulgarian_posts_bg,,unknown,Комарево
Долна Митрополия,bulgarian_posts_bg,,unknown,Долна Митрополия
Тръстеник,bulgarian_posts_bg,,unknown,Тръстеник
Славовица,bulgarian_posts_bg,,unknown,Славовица
Оряховица,bulgarian_posts_bg,,unknown,Оряховица
Крушовене,bulgarian_posts_bg,,unknown,Крушовене
Байкал,bulgarian_posts_bg,,unknown,Байкал
Брегаре,bulgarian_posts_bg,,unknown,Брегаре
Ставерци,bulgarian_posts_bg,,unknown,Ставерци
Гостиля,bulgarian_posts_bg,,unknown,Гостиля
Староселци,bulgarian_posts_bg,,unknown,Староселци
Каменец,bulgarian_posts_bg,,unknown,Каменец
Долни Луковит,bulgarian_posts_bg,,unknown,Долни Луковит
Искър,bulgarian_posts_bg,,unknown,Искър
Горна Митрополия,bulgarian_posts_bg,,unknown,Горна Митрополия
Долни Дъбник,bulgarian_posts_bg,,unknown,Долни Дъбник
Писарово,bulgarian_posts_bg,,unknown,Писарово
Беглеж,bulgarian_posts_bg,,unknown,Беглеж
Победа,bulgarian_posts_bg,,unknown,Победа
Николаево,bulgarian_posts_bg,,unknown,Николаево
Ралево,bulgarian_posts_bg,,unknown,Ралево
Ласкар,bulgarian_posts_bg,,unknown,Ласкар
Бъркач,bulgarian_posts_bg,,unknown,Бъркач
Петърница,bulgarian_posts_bg,,unknown,Петърница
Градина,bulgarian_posts_bg,,unknown,Градина
Горни Дъбник,bulgarian_posts_bg,,unknown,Горни Дъбник
Крушовица,bulgarian_posts_bg,,unknown,Крушовица
Търнене,bulgarian_posts_bg,,unknown,Търнене
Къртожабене,bulgarian_posts_bg,,unknown,Къртожабене
Брестовец,bulgarian_posts_bg,,unknown,Брестовец
Къшин,bulgarian_posts_bg,,unknown,Къшин
Дисевица,bulgarian_posts_bg,,unknown,Дисевица
Тодорово,bulgarian_posts_bg,,unknown,Тодорово
Горталово,bulgarian_posts_bg,,unknown,Горталово
Борислав,bulgarian_posts_bg,,unknown,Борислав
Вълчи трън,bulgarian_posts_bg,,unknown,Вълчи трън
Бохот,bulgarian_posts_bg,,unknown,Бохот
Тученица,bulgarian_posts_bg,,unknown,Тученица
Одърне,bulgarian_posts_bg,,unknown,Одърне
Катерица,bulgarian_posts_bg,,unknown,Катерица
Пелишат,bulgarian_posts_bg,,unknown,Пелишат
Садовец,bulgarian_posts_bg,,unknown,Садовец
Згалево,bulgarian_posts_bg,,unknown,Згалево
Пордим,bulgarian_posts_bg,,unknown,Пордим
Тотлебен,bulgarian_posts_bg,,unknown,Тотлебен
Левски,bulgarian_posts_bg,,unknown,Левски
Градище,bulgarian_posts_bg,,unknown,Градище
Варана,bulgarian_posts_bg,,unknown,Варана
Асеновци,bulgarian_posts_bg,,unknown,Асеновци
Аспарухово,bulgarian_posts_bg,,unknown,Аспарухово
Козар Белене,bulgarian_posts_bg,,unknown,Козар Белене
Малчика,bulgarian_posts_bg,,unknown,Малчика
Стежерово,bulgarian_posts_bg,,unknown,Стежерово
Обнова,bulgarian_posts_bg,,unknown,Обнова
Българене,bulgarian_posts_bg,,unknown,Българене
Изгрев,bulgarian_posts_bg,,unknown,Изгрев
Трънчовица,bulgarian_posts_bg,,unknown,Трънчовица
Божурлук,bulgarian_posts_bg,,unknown,Божурлук
Белене,bulgarian_posts_bg,,unknown,Белене
Бяла вода,bulgarian_posts_bg,,unknown,Бяла вода
Петокладенци,bulgarian_posts_bg,,unknown,Петокладенци
Татари,bulgarian_posts_bg,,unknown,Татари
Деков,bulgarian_posts_bg,,unknown,Деков
Кулина вода,bulgarian_posts_bg,,unknown,Кулина вода
Никопол,bulgarian_posts_bg,,unknown,Никопол
Бацова махала,bulgarian_posts_bg,,unknown,Бацова махала
Санадиново,bulgarian_posts_bg,,unknown,Санадиново
Новачене,bulgarian_posts_bg,,unknown,Новачене
Черковица,bulgarian_posts_bg,,unknown,Черковица
Драгаш войвода,bulgarian_posts_bg,,unknown,Драгаш войвода
Въбел,bulgarian_posts_bg,,unknown,Въбел
Лозица,bulgarian_posts_bg,,unknown,Лозица
Любеново,bulgarian_posts_bg,,unknown,Любеново
Асеново,bulgarian_posts_bg,,unknown,Асеново
Дебово,bulgarian_posts_bg,,unknown,Дебово
