City,Place Name,Zipcode,Name
unknown,boots_th,Unit 066PG535 1st floor 289 Moo 18Pak Chong Nakhon Ratchasima  30130,unknown,Tesco Pakchong (Khao Yai)
unknown,boots_th,Unit G11 G Floor No. 990998 Mittraphap  - Nongkhai RoadNaimueang Mueang Nakhon RatchasimaNakhon Ratchasima 30000,unknown,Central Plaza Korat G Fl.
unknown,boots_th,"Unit 1 FX-01 Ratchasima Shoping (TheMall-Korat)   
1242/2 Mitprab Rd. T. Nai muang  A. Muang  
Nakhonratchasima 30000",unknown,THE MALL - KORAJ
unknown,boots_th,Unit LG004LG005  LG Floor  Terminal 21 Korat  99  Mittraphap - Nong Khai road Nai Mueang  Mueang Nakhon Ratchasima 30000,unknown,Terminal 21 Korat
นครราชสีมา,caltex,,unknown,คาลเท็กซ์ สาขาศิราทรัพย์ ปิโตรเลียม
นครราชสีมา,nissan_europe,,unknown,เอกสหกรุ๊ป ออโตโมบิล ปากช่อง
unknown,pizza_hut_th,1242/2 Mittraphap Road Nai Mueang Subdistrict Mueang District Nakhon Ratchasima 30000,unknown,The Mall Korat
unknown,pizza_hut_th,990998 Mittraphap-Nongkhai Road Nai Mueang Subdistrict Mueang District Nakhon Ratchasima Province 3000,unknown,Central Korat
unknown,pizza_hut_th,1485/1 Mittraphap Road Nai Mueang Subdistrict Mueang Nakhon Ratchasima District 30000,unknown,Saveone Market
unknown,pizza_hut_th,634/2-3 Mitrapap Road Pakchong Subdistrict Pakchong District Nakornratchasima 30130,unknown,PH-PAKCHONG
unknown,pizza_hut_th,815 Tao Sura Rd. Nai Muang Muang Nakorn Ratchasima Nakorn Ratchasima 30000,unknown,PH-ESSO HUA THALE KORAT
T.THONGCHAINUEA  A.PAKTHONGCHAI,shell,,unknown,DO THACHAKOD SUEPSIRI NMA
T.NONGCHABOK A.MUEANG,shell,,unknown,CO MAHANAKORN NONGCHABOK KORAT
T.NONG BUA SALA A.MUEANG,shell,,unknown,DO SANGUANWONG RETAIL MUEANG NMA
T.SURANARI A.MUEANG,shell,,unknown,CO SOMKAMON SURANARI NMA
T.NONGBUASALA A.MUANG,shell,,unknown,DO P2 OIL NONGBUASALA NMA
T.CHOKECHAI A.CHOKECHAI.,shell,,unknown,CO WEERAWAN CHOCKCHAI NMA
T.CHOKCHAI A.CHOKCHAI,shell,,unknown,DO WEERAWAN B1 CHOKCHAI NMA.
T.NAI MUANG A.MUANG,shell,,unknown,CO MAHANAKONRUNGROENG CHAKRI RD NMA
T.HUATHALAY A.MUANG,shell,,unknown,DO HUATALAY NMA
T.PRUYAI A.MUEANG,shell,,unknown,CO SOMKAMON B1-KHON KAEN NMA
T.NONG CHABOK  A.MUEANG,shell,,unknown,CO MAHANAKORN B1 MUEANG NMA
T.NAI MUEANG A.MUEANG NAKHON RATCHA,shell,,unknown,DO SUKSAPAN B2 NAI MUEANG NMA
T.BANPHO A.MUANG,shell,,unknown,CO  DULYAPHAT JOHOR I/B NMA
T.UDOMSAP A.WANGNAMKHIAO,shell,,unknown,DO BUNUAICHAI B1  WANGNAMKHIAO NMA
A.KHON BURI,shell,,unknown,DO ORAPHIM OIL  KORNBURI KM70  NMA
T.CHAE A.KHONBURI,shell,,unknown,DO ORP 2019 CHAE NMA
T.MITTRAPHAP A.SIKHIO,shell,,unknown,DO SANGUANPONG OIL MITTRAPHAP NMA
T.LARDBUAKAW A.SIKIEW,shell,,unknown,CO SS SERVICE  SIKEW NMA
T.NONETHAI A.NONETHAI,shell,,unknown,DO TAWEE CHAI NONTHAI  NMA
T.LATBUAKAEO A.SIKHIO,shell,,unknown,DO THANADUL LATBUAKAEO NMA
T.THANPRASAT  A.NONSONG,shell,,unknown,DO ARTTAMAPU ANYA NONSUNG NMA
T.NAIMUANG A.PHIMIND,shell,,unknown,DO TJ  PETROL PARK PHIMIND NMA
