City,Place Name,Zipcode,Name
unknown,boots_th,Unit122-123 1F Floor 125 Moo6 Robison Buriram Krasang Buriram 31000,unknown,Robinson Buriram
unknown,boots_th,"Unit B01 1st Floor Taweekit Supercenter  
274 Buriram-Nangrong Road T.Isan A.Mueng 
Buriram 31000             ",unknown,Taweekit Sup.Cent.Buriram
บุรีรัมย์,caltex,,unknown,คาลเท็กซ์ สาขาศรีจันทร์ - ประโคนชัย
บุรีรัมย์,nissan_europe,,unknown,เอกสหออโต้ บุรีรัมย์
unknown,pizza_hut_th,274 Village No. 8 Isan Subdistrict Mueang Buri Ram District Buriram 31000,unknown,Taveekij Burirum
T.NANG RONG A.NANG RONG,shell,,unknown,CO TERMSUK2023 B1 NANGRONG BRM
T.NONGKI A.NONGKI,shell,,unknown,DO S.K. PETROLEUM NONGKI BRM
T.BANSING A.NANGRONG,shell,,unknown,DO BUNUAICHAI LAMPLAIMAT BRM
T.LAMPRAIMAS A.LAMPRAIMAS,shell,,unknown,DO  LAMPLAIMAS SIRIPHANICH  BRM
T.SOMPOI A.NONDINDAENG,shell,,unknown,DO PLAINAKARIN NONDINDAENG BRM
T. BANBUA A.MUENAG,shell,,unknown,DO UENG CHAROEN  BANBUA  BRM
T. KRASUNG A.MUANG.,shell,,unknown,DO BURIRAMTHAICHAROENKIJ  KM 5  BRM
A.MUEANG,shell,,unknown,CO TERMSUK2023 HO MUEANG BRM
BURI RAM,visa,,unknown,unknown
NANG RONG,visa,,unknown,unknown
CHALEOMPHRAKIET,visa,,unknown,unknown
MUEANG BURI RAM,visa,,unknown,unknown
Mueang,western_union,,unknown,BAY BURI RAM
Buriram,western_union,,unknown,7-ELEVEN FRONT BURIRAM HOSPITAL
Ban Kruat,western_union,,unknown,THAILAND POST BAN KRUAT
Non Din Daeng,western_union,,unknown,THAILAND POST NON DIN DAENG
Prakhon Chai,western_union,,unknown,BAAC MUEANG TALUNG
Krasang,western_union,,unknown,KTB KRASANG
Lahan Sai,western_union,,unknown,BAAC LAHAN SAI
Phlapphla Chai,western_union,,unknown,BAAC PHLAPPHLACHAI
Chaloem Phra Kiat,western_union,,unknown,BAAC NON SUWAN
Pakham,western_union,,unknown,BBL PAKHAM BURIRAM
Satuek,western_union,,unknown,BBL SATUK
Nang Rong,western_union,,unknown,KTB NANGRONG
Ban Dan,western_union,,unknown,BAAC BAN DAN
Khaen Dong,western_union,,unknown,BAAC KHAEN DONG
Nong Ki,western_union,,unknown,KTB NONG KI
Lam Plai Mat,western_union,,unknown,THAILAND POST LAM PLAI MAT
Khu Mueang,western_union,,unknown,KTB KUMUENG
Nong Hong,western_union,,unknown,BAAC NONG HONG
Phutthaisong,western_union,,unknown,THAILAND POST PHUTTHAISONG
Na Pho,western_union,,unknown,BAAC NAPHO
Ban Mai Chaiyaphot,western_union,,unknown,BAAC BAN MAI CHAIYAPHOT
