City,Place Name,Zipcode,Name
Suzhou,marriott,,unknown,"Le Méridien Suzhou, Suzhou Bay"
Changzhou,marriott,,unknown,Sheraton Changzhou Xinbei Hotel
Nanjing,marriott,,unknown,Sheraton Nanjing Kingsley Hotel & Towers
Kunshan,marriott,,unknown,Fairfield by Marriott Kunshan
Taizhou,marriott,,unknown,Courtyard Jiangsu Taizhou
Wuxi,marriott,,unknown,Sheraton Wuxi Binhu Hotel
Danyang,marriott,,unknown,Fairfield by Marriott Danyang
Huaian,marriott,,unknown,Fairfield by Marriott Huai'an Downtown
Yangzhou,marriott,,unknown,Fairfield by Marriott Yangzhou Slender West Lake
Nantong,marriott,,unknown,Nantong Marriott Hotel
Liyang,marriott,,unknown,Liyang Marriott Hotel
Xuzhou,marriott,,unknown,Sheraton Xuzhou
Zhangjiagang,marriott,,unknown,Zhangjiagang Marriott Hotel
Yixing,marriott,,unknown,Le Méridien Yixing
Jiangyin,marriott,,unknown,Sheraton Jiangyin Hotel
Zhenjiang,marriott,,unknown,Sheraton Zhenjiang Hotel
