City,Place Name,Zipcode,Name
Pistoia,tigota_it,,unknown,Tigotà
Montale,western_union,,unknown,TORRACCHI MARCO RICCARDO
Pistoia,western_union,,unknown,LIBRERIA ORSINI DI ORSINI NADIA
Lamporecchio,western_union,,unknown,VERDIANI GIOVANNI
Monsummano Terme,western_union,,unknown,IL GIGLIO D ORO DI MARINI MIRKO
Larciano,western_union,,unknown,L ARCOBALENO DI CALISTRI CATERINA
Quarrata,western_union,,unknown,ECOPHONE SOCIETA A RESPONSABILITA LIMITA
Montecatini Terme,western_union,,unknown,PHONE SERVICE 2000 SNC DI MANCINI PAOLO
Uzzano,western_union,,unknown,POLLASTRINI ALESSANDRA
Pescia,western_union,,unknown,BEST SERVICES DI IQBAL MUHAMMAD
