City,Place Name,Zipcode,Name
Leung King,anytime_fitness,,unknown,Anytime Fitness
Kwai Fong,anytime_fitness,,unknown,Anytime Fitness
Kwai Hing,anytime_fitness,,unknown,Anytime Fitness
Hong Kong,anytime_fitness,,unknown,Anytime Fitness
Yuen Long,anytime_fitness,,unknown,Anytime Fitness
Shatin,anytime_fitness,,unknown,Anytime Fitness
Tsing Yi,anytime_fitness,,unknown,Anytime Fitness
Kwai Chung,anytime_fitness,,unknown,Anytime Fitness
Tsueng Kwan O,anytime_fitness,,unknown,Anytime Fitness
Tuen Mun,anytime_fitness,,unknown,Anytime Fitness
Fanling,anytime_fitness,,unknown,Anytime Fitness
Tsuen Wan,anytime_fitness,,unknown,Anytime Fitness
Tsuen Wan,five_guys_hk,,unknown,Five Guys Citywalk
Hong Kong,mercedes_benz,,unknown,Zung Fu Company Limited
CHEK LAP KOK,shell,,unknown,SHELL AIRPORT CARGO TERMINAL (NEW)
TUNG CHUNG,shell,,unknown,SHELL RECHARGE FU TUNG ESTATE
TUEN MUN,shell,,unknown,SHELL SIU LAM STATION
HONG KONG,shell,,unknown,SHELL KWAI CHUNG
YUEN LONG,shell,,unknown,SHELL KAM SHEUNG ROAD
TIN SHUI WAI,shell,,unknown,SHELL RECHARGE T-TOWN NORTH
AU TAU NEW TERRITORIES,shell,,unknown,SHELL AU TAU
TSING YI,shell,,unknown,SHELL RECHARGE TSING YI CARPARK A
TSUEN  WAN,shell,,unknown,SHELL TSUEN WAN WEST
TSUEN WAN,shell,,unknown,SHELL RECHARGE D•PARK
LOT 1281 IN DD 253 NEW TERRITORIES,shell,,unknown,SHELL CLEARWATER BAY ROAD
TSEUNG KWAN O,shell,,unknown,SHELL RECHARGE TKO GATEWAY (EAST)
SHA TIN,shell,,unknown,SHELL RECHARGE YIU ON SHOPPING CENT
SHATIN,shell,,unknown,SHELL SHATIN HEIGHTS
SHATIN CITYONE,shell,,unknown,SHELL SHATIN CITY ONE
MA ON SHAN,shell,,unknown,SHELL MA ON SHAN
FANLING,shell,,unknown,SHELL FANLING NORTH
TAI PO,shell,,unknown,SHELL RECHARGE MING NGA COURT
HONG LOK YUEN NEW TERRITORIES,shell,,unknown,SHELL HONG LOK YUEN
Hong Kong,smart,,unknown,Zung Fu Company Limited
Hong Kong (China),sunglass_hut_2,Shop 223 Level 2 20 Tat Tung Road Citygate Tung Chung Lantau Hong Kong,unknown,Citygate Outlet
Sai Kung,western_union,,unknown,ORIENT EXCHANGE LIMITED SAI KUNG BRANCH
Tseung Kwan O,western_union,,unknown,ORIENT EXCHANGE TKO
Sha Tin,western_union,,unknown,HONGKONG POST
Fanling,western_union,,unknown,FANLING POST OFFICE
Tai Po,western_union,,unknown,CITY FOREIGN EXCHANGE LTD
Sheung Shui,western_union,,unknown,ORIENT EXCHANGE SHEUNG SHUI
Kwai Chung,western_union,,unknown,HONG KONG POST
Tsuen Wan,western_union,,unknown,ORIENT EXCHANGE COMPANY HK LIMITED
Yuen Long,western_union,,unknown,ORIENT EXCHANGE YUEN LONG
Tin Shui Wai,western_union,,unknown,POLY SUCCESSS DEVELOPMENT LIMITED
Discovery Bay,western_union,,unknown,HONGKONG POST
Tuen Mun,western_union,,unknown,ORIENT EXCHANGE LIMITED
Tung Chung,western_union,,unknown,TUNG CHUNG POST OFFICE
