State,Place Name,City,Establishments
UNKNOWN,accor,unknown,3
MALABO,avis,Malabo,1
UNKNOWN,moneygram,MALABO,11
UNKNOWN,moneygram,BATA,8
UNKNOWN,moneygram,OYALA,1
UNKNOWN,moneygram,BANEY,1
UNKNOWN,moneygram,RIABA,1
UNKNOWN,moneygram,EBIBEYIN,2
UNKNOWN,moneygram,EVINAYONG,2
UNKNOWN,moneygram,MONGOMO,1
UNKNOWN,moneygram,LUBA,1
UNKNOWN,moneygram,NSOK-NSOMO,1
UNKNOWN,moneygram,NIEFANG,1
UNKNOWN,moneygram,AKONIBE,1
UNKNOWN,moneygram,MICOMESENG,1
UNKNOWN,moneygram,KOGO,1
UNKNOWN,totalenergies,Bata,12
UNKNOWN,totalenergies,Cogo,1
UNKNOWN,totalenergies,Aconibe,1
UNKNOWN,totalenergies,Acurenam,1
UNKNOWN,totalenergies,Anisok,2
UNKNOWN,totalenergies,Ebibeyin,2
UNKNOWN,totalenergies,Evinayong,2
UNKNOWN,totalenergies,Mbini,2
UNKNOWN,totalenergies,Micomiseng,2
UNKNOWN,totalenergies,Mongomo,2
UNKNOWN,totalenergies,Niefang,2
UNKNOWN,totalenergies,Nsork Batum,2
UNKNOWN,totalenergies,Nsok Nsomo,2
UNKNOWN,totalenergies,Malabo,15
UNKNOWN,totalenergies,Baney,2
UNKNOWN,totalenergies,Luba,2
UNKNOWN,totalenergies,Oyala,1
UNKNOWN,totalenergies,Akurenam,1
UNKNOWN,totalenergies,Kogo,1
UNKNOWN,totalenergies,Akonibe,1
BIOKONORTE,western_union,Malabo,1
LITORAL,western_union,Bata,1
