State,Place Name,City,Establishments
UNKNOWN,alamo,Paramaribo,2
PARAMARIBO,avis,Paramaribo,1
SURINAME,bmw_group,"Paramaribo, Suriname",1
UNKNOWN,enterprise,Parmaribo,1
UNKNOWN,enterprise,Paramaribo,1
UNKNOWN,ford,Paramaribo,1
UNKNOWN,hardrock,Suriname,2
UNKNOWN,man_truck_and_bus,Paramaribo,1
UNKNOWN,marriott,Paramaribo,1
UNKNOWN,moneygram,PARAMARIBO,6
UNKNOWN,moneygram,NIEUW NICKERIE,1
UNKNOWN,moneygram,LELYDORP,1
UNKNOWN,national,Paramaribo,2
UNKNOWN,visa,PARAMARIBO,24
UNKNOWN,visa,LELYDORP,1
UNKNOWN,visa,NICKERIE,1
NICKERIE,western_union,Nieuw Nickerie,1
NICKERIE,western_union,Nickerie,1
UNKNOWN,western_union,Uitkijk,1
WANICA,western_union,Wanica,1
PARAMARIBO,western_union,Paramaribo,2
COMMEWIJNE,western_union,Paramaribo,1
