City,Place Name,Zipcode,Name
Dumfries,bmw_group,,unknown,Arnold Clark Dumfries
Dumfries & Galloway,londis_gb,,unknown,Londis CROSSWAYS GARAGE
Langholm,londis_gb,,unknown,Londis ESKDALE STORES
Annan,morrisons_gb,,unknown,Morrisons Daily Annan High Street
Dumfries,morrisons_gb,,unknown,Morrisons Daily Dumfries Troqueer Mount
Dumfries,premier_gb,,unknown,Premier Euroroute Convenience Store
 Dumfries,scotmid,,unknown,Dumfries
Dumfries,screwfix_gb,,unknown,Screwfix Dumfries
DOUGLAS,shell,,unknown,ST JOHNS TOWN SERVICES
NEWTON STEWART,shell,,unknown,WIGTOWN ROAD SERVICES
DUMFRIES,shell,,unknown,ST MICHAELS SERVICES
Dumfries,the_range,,unknown,The Range: Dumfries
Moffat,well_gb,,unknown,Well Pharmacy
Lockerbie,well_gb,,unknown,Well Pharmacy
Gretna,well_gb,,unknown,Well Pharmacy
Dalbeattie,well_gb,,unknown,Well Pharmacy
Castle Douglas,western_union,,unknown,CASTLE DOUGLAS POST OFFICE
Lockerbie,western_union,,unknown,LOCKERBIE POST OFFICE
Dumfries,western_union,,unknown,RAMSDENS DUMFRIES
