Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
CN511882,adidas,"adidas Outlet Store Lanzhou, Lanzhou Sasseur Outlets",,兰州市,,,CN,+8600931-2110489,https://www.adidas.co.uk/storefront/CN511882-兰州市-北滨河西区1249号砂之船奥特莱斯一层adidas-adidas-outlet-store-lanzhou-lanzhou-sasseur-outlets,,Adidas,Q3895
66843243,moneygram,BOC - #16564 - GSLZ AIRPORT SUB-BR,,LANZHOU,,,CN,+86 931 849 6267,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843230,moneygram,BOC - #16554 - GSLZ DINGXI RD SUB-BR,,LANZHOU,,,CN,+86 931 861 5236,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843256,moneygram,BOC - #16569 - GSLZ JINLUN PLAZA SUB-BR,,LANZHOU,,,CN,+86 931 463 3125,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843272,moneygram,BOC - #16570 - GSLZ DIJIAZHUANG SUB-BR,,LANZHOU,,,CN,+86 931 878 7892,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843285,moneygram,BOC - #16601 - GSLZ BAYE SUB-BR,,LANZHOU,,,CN,+86 931 862 2079,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843337,moneygram,BOC - #16559 - GSLZ BAIYIN RD SUB-BR,,LANZHOU,,,CN,+86 931 846 1650,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843405,moneygram,BOC - #16579 - GSLZ XINGANGCHENG SUB-BR,,LANZHOU,,,CN,+86 931 461 0256,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843395,moneygram,BOC - #16552 - GSLZ NANCHANG RD SUB-BR,,LANZHOU,,,CN,+86 931 827 0841,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843421,moneygram,BOC - #16553 - GSLZ WUDU RD SUB-BR,,LANZHOU,,,CN,+86 931 846 3897,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843434,moneygram,BOC - #16566 - GSLZ SHUANGCHENGMEN SUB-B,,LANZHOU,,,CN,+86 931 848 7738,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843489,moneygram,BOC - #16574 - GSLZ CENTRAL PLAZA SUB-BR,,LANZHOU,,,CN,+86 931 848 4062,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843476,moneygram,BOC - #16576 - GSLZ BINGHE SUB-BR,,LANZHOU,,,CN,+86 931 889 3721,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843845,moneygram,BOC - #16701 - GSLZ GANSU BRANCH OPERATI,,LANZHOU,,,CN,+86 931 882 4521,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843858,moneygram,BOC - #16568 - GSLZ MINZHU E RD SUB-BR,,LANZHOU,,,CN,+86 931 463 0492,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844077,moneygram,BOC - #16556 - GSLZ DONGGANG W RD SUB-BR,,LANZHOU,,,CN,+86 931 872 9021,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844080,moneygram,BOC - #16563 - GSLZ RAILWAY STATION SUB-,,LANZHOU,,,CN,+86 931 841 9318,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844093,moneygram,BOC - #16571 - GSLZ WUQUANSHAN SUB-BR,,LANZHOU,,,CN,+86 931 824 4022,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
