City,Place Name,Zipcode,Name
Rio Branco,indigo,,unknown,Via Verde Shopping
Rio Branco,pague_menos_br,,unknown,Pague Menos
Cruzeiro do Sul,pague_menos_br,,unknown,Pague Menos
ACRELANDIA,visa,,unknown,unknown
PLACIDO DE CASTRO,visa,,unknown,unknown
PORTO ACRE,visa,,unknown,unknown
RIO BRANCO,visa,,unknown,unknown
SENA MADUREIRA,visa,,unknown,unknown
EPITACIOLANDIA,visa,,unknown,unknown
BRASILEIA,visa,,unknown,unknown
FEIJO,visa,,unknown,unknown
CRUZEIRO DO SUL,visa,,unknown,unknown
MANCIO LIMA,visa,,unknown,unknown
