City,Place Name,Zipcode,Name
unknown,aldi_sud_ie,,unknown,"ALDI Dublin Road, Edenderry"
unknown,allied_irish_banks_ie,,unknown,AIB Bank - Birr
unknown,inver,Geashill,unknown,Inver Byrnes
unknown,inver,Patrick St Portarlington Co. Laois,unknown,Inver Dempseys
unknown,inver,Roscrea Rd Birr Co. Offaly,unknown,Inver Mulrooneys Birr
Edenderry,lidl_ie,,unknown,Edenderry
Birr,lidl_ie,,unknown,Birr
Tullamore,lidl_ie,,unknown,Tullamore
Offaly,maxol_ie,,unknown,Kane & Carberry's Maxol Service Station
PORTARLINGTON,mercedes_benz,,unknown,MICHAEL MOORE (CAR SALES) LIMITED
Tullamore Co.Offaly,subway,,unknown,Subway
CLOUGHJORDAN,visa,,unknown,unknown
BIRR,visa,,unknown,unknown
TULLAMORE,visa,,unknown,unknown
EDENDERRY,visa,,unknown,unknown
