City,Place Name,Zipcode,Name
CHARMONT SOUS BARBUISE,shell,,unknown,CHARMONT SOUS BARBUISE A26
ST JULIEN LES VILLAS,visa,,unknown,unknown
BAR SUR SEINE,visa,,unknown,unknown
ROSIERES PRES TROYES,visa,,unknown,unknown
LUSIGNY SUR BARSE,visa,,unknown,unknown
ST ANDRE LES VERGERS,visa,,unknown,unknown
BAR SUR AUBE,visa,,unknown,unknown
STE SAVINE,visa,,unknown,unknown
TROYES,visa,,unknown,unknown
ST PARRES AUX TERTRES,visa,,unknown,unknown
LA CHAPELLE ST LUC,visa,,unknown,unknown
BARBEREY ST SULPICE,visa,,unknown,unknown
BRIENNE LE CHATEAU,visa,,unknown,unknown
NOGENT SUR SEINE,visa,,unknown,unknown
ROMILLY SUR SEINE,visa,,unknown,unknown
ARCIS SUR AUBE,visa,,unknown,unknown
