State,Place Name,City,Establishments
UNKNOWN,alamo,Tortola,1
UNKNOWN,alamo,Road Town,1
UNKNOWN,alamo,The Valley,1
BEEFISLAND,avis,Beef Island,1
ROADTOWN,avis,Road Town,1
UNKNOWN,enterprise,Roadtown,3
UNKNOWN,enterprise,Road Town,3
UNKNOWN,enterprise,Spanish Town,2
UNKNOWN,enterprise,Tortola,1
UNKNOWN,enterprise,The Valley,1
UNKNOWN,ernst_young,Road Town,1
UNKNOWN,fedex,Road Town,1
UNKNOWN,moneygram,ROAD TOWN,2
UNKNOWN,moneygram,VIRGIN GORDA,1
UNKNOWN,national,Tortola,1
UNKNOWN,national,Road Town,1
UNKNOWN,national,The Valley,1
UNKNOWN,visa,VIRGIN GORDA,1
VI,visa,TORTOLA,4
UNKNOWN,visa,TORTOLA,9
VIRGINISLANDSBRITISH,visa,TORTOLA,2
VIRGINISLANDSBRITISH,visa,NANNY CAY,1
TORTOLA,western_union,Tortola,3
