City,Place Name,Zipcode,Name
Dallgow-Döberitz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Dallgow-Döberitz, Havel Park"
Rostock,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Rostock Lütten-Klein, Warnowallee 31 b"
Neubrandenburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Neubrandenburg, Turmstraße 17 - 19"
Parchim,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Parchim, Blutstraße 17"
Salzwedel,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Salzwedel, Burgstraße 57"
Neustrelitz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Neustrelitz, Strelitzer Straße 10"
Neuruppin,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Neuruppin, Karl-Marx-Straße 87"
Güstrow,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Güstrow, Pferdemarkt 16"
Oranienburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Oranienburg, Bernauer Str. 43"
Schwedt,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Schwedt, Vierradener Straße 38"
Rathenow,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Rathenow, Berliner Straße 76"
Stralsund,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Stralsund, Ossenreyerstraße 31"
Schwerin,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Schwerin, Schloßpark-Center"
Wittenberge,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wittenberge, Bahnstr. 28"
Stendal,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Stendal, Breite Straße 6"
Greifswald,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Greifswald, Lange Straße 94"
Wismar,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wismar, Hinter dem Rathaus 19"
Uelzen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Uelzen, Veerßer Straße 16"
