Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://stores.footlocker.ca/en/qc/st-bruno/,footlocker,"Foot Locker Locations in St. Bruno, Quebec | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/qc/st-bruno/,,Foot Locker,Q63335
https://stores.footlocker.ca/en/sk/saskatoon/,footlocker,"Foot Locker Locations in Saskatoon, Saskatchewan | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/sk/saskatoon/,,Foot Locker,Q63335
https://stores.footlocker.ca/en/sk/regina/,footlocker,"Foot Locker Locations in Regina, Saskatchewan | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/sk/regina/,,Foot Locker,Q63335
https://stores.footlocker.ca/en/sk/princealbert/,footlocker,"Foot Locker Locations in Prince Albert, Saskatchewan | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/sk/princealbert/,,Foot Locker,Q63335
https://stores.footlocker.ca/en/qc/villedanjou/,footlocker,"Foot Locker Locations in Ville D Anjou, Quebec | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/qc/villedanjou/,,Foot Locker,Q63335
https://stores.footlocker.ca/en/qc/troisrivieres/,footlocker,"Foot Locker Locations in Trois Rivieres, Quebec | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/qc/troisrivieres/,,Foot Locker,Q63335
https://stores.footlocker.ca/en/qc/sherbrooke/,footlocker,"Foot Locker Locations in Sherbrooke, Quebec | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/qc/sherbrooke/,,Foot Locker,Q63335
https://stores.footlocker.ca/en/qc/sainte-foy/,footlocker,"Foot Locker Locations in Sainte-Foy, Quebec | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/qc/sainte-foy/,,Foot Locker,Q63335
https://stores.footlocker.ca/en/qc/quebeccity/,footlocker,"Foot Locker Locations in Quebec City, Quebec | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/qc/quebeccity/,,Foot Locker,Q63335
https://stores.footlocker.ca/en/qc/pointeclaire/,footlocker,"Foot Locker Locations in Pointe Claire, Quebec | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/qc/pointeclaire/,,Foot Locker,Q63335
https://stores.footlocker.ca/en/qc/montreal/,footlocker,"Foot Locker Locations in Montreal, Quebec | Approved",,New York,,,CA,+1 800-863-8932,https://stores.footlocker.ca/en/qc/montreal/,,Foot Locker,Q63335
