City,Place Name,Zipcode,Name
Aroeira,aldi_nord_pt,,unknown,ALDI Aroeira
Alcochete,aldi_nord_pt,,unknown,ALDI Alcochete
Almada,aldi_nord_pt,,unknown,ALDI Feijó
Santana,aldi_nord_pt,,unknown,ALDI Sesimbra
Moita,aldi_nord_pt,,unknown,ALDI Moita
Amora,aldi_nord_pt,,unknown,ALDI Amora
Setúbal,aldi_nord_pt,,unknown,ALDI Setúbal
Quinta do Conde,aldi_nord_pt,,unknown,ALDI Fernão Ferro
Palmela,aldi_nord_pt,,unknown,ALDI Palmela
Casal do Marco,aldi_nord_pt,,unknown,ALDI Casal do Marco
Pinhal Novo,aldi_nord_pt,,unknown,ALDI Pinhal Novo
Barreiro,aldi_nord_pt,,unknown,ALDI Barreiro
Corroios,aldi_nord_pt,,unknown,ALDI Corroios
Santiago do Cacém,aldi_nord_pt,,unknown,ALDI Santiago do Cacém
Baixa da Banheira,aldi_nord_pt,,unknown,ALDI Baixa da Banheira
Quinta do Anjo,aldi_nord_pt,,unknown,ALDI Quinta do Anjo
Montijo,aldi_nord_pt,,unknown,ALDI Montijo
Alcácer do Sal,aldi_nord_pt,,unknown,ALDI Alcácer do Sal
Grândola,aldi_nord_pt,,unknown,ALDI Grândola
Setúbal,auchan_pt,Avenida Dom João II nº 22B Setúbal Setúbal 2910-548 Portugal,unknown,My Auchan Avenida D. João II -  Setúbal
Setúbal,auchan_pt,Rua de Nova Sintra Lt.18 Setúbal Setúbal 2950-302 Portugal,unknown,Gasolineira Setúbal 2
Vale do Cobro,auchan_pt,Rua Engº Ferreira Dias Vale do Cobre Vale do Cobro Setúbal 2910-000 Portugal,unknown,Gasolineira Setubal
Setúbal,auchan_pt,Centro Comercial Alegro Avenida Coração de Maria Setúbal Setúbal 2910-031 Portugal,unknown,Auchan Setúbal
Barreiro,continente_pt,,unknown,Continente Modelo Barreiro
Charneca de Caparica,continente_pt,,unknown,Continente Bom Dia Charneca da Caparica
Grândola,continente_pt,,unknown,Continente Modelo Grândola
Moita,continente_pt,,unknown,Continente Bom Dia Baixa da Banheira
Quinta do Anjo,continente_pt,,unknown,Continente Bom Dia Quinta do Anjo
Laranjeiro,continente_pt,,unknown,Continente Bom Dia Laranjeiro
Sines,continente_pt,,unknown,Continente Modelo Sines
Alhos Vedros,continente_pt,,unknown,Continente Modelo Alhos Vedros
Cruz de Pau,continente_pt,,unknown,Continente Bom Dia Cruz de Pau
Sesimbra,continente_pt,,unknown,Continente Modelo Sesimbra
Montijo,continente_pt,,unknown,Continente Modelo Montijo
Pinhal Novo,continente_pt,,unknown,Continente Modelo Pinhal Novo
Seixal,continente_pt,,unknown,Continente Seixal
Santiago do Cacém,continente_pt,,unknown,Continente Bom Dia Santiago do Cacém
Setúbal,continente_pt,,unknown,Continente Bom Dia Setúbal Variante
Quinta do Conde,continente_pt,,unknown,Continente Bom Dia Brejos de Azeitão
Alcochete,continente_pt,,unknown,Continente Bom Dia Alcochete
Palmela,continente_pt,,unknown,Continente Modelo Palmela
Santo André,continente_pt,,unknown,Continente Bom Dia Santo André
Caparica,continente_pt,,unknown,Continente Bom Dia Monte de Caparica
Almada,continente_pt,,unknown,Continente Bom Dia Cova da Piedade
Sobreda,continente_pt,,unknown,Continente Bom Dia Sobreda
Setubal,hm,,unknown,CC Alegro Setubal
Montijo,mercedes_benz,,unknown,"Sousa & Santos, Lda."
Palmela,mercedes_benz,,unknown,C. Santos - Veículos e Peças S.A.
Almada,mercedes_benz,,unknown,C. Santos - Veículos e Peças S.A.
