City,Place Name,Zipcode,Name
Villingen-Schwenningen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Villingen-Schwenningen Schwenningen, In der Muslen 35"
Bad Säckingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bad Säckingen, Bahnhofplatz 1"
Nürtingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Nürtingen, Kirchstr. 12"
Achern,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Achern, Hauptstraße 16"
Tuttlingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Tuttlingen, Bahnhofstraße 17"
Waldshut-Tiengen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Waldshut-Tiengen, Kaiserstraße 52 - 54"
Rottenburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Rottenburg, Marktplatz 23"
Überlingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Überlingen, Münsterstraße 25"
Bad Saulgau,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bad Saulgau, Hauptstraße 72"
Freudenstadt,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Freudenstadt, Loßburger Straße 13"
Tübingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Tübingen, Kirchgasse 11"
Balingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Balingen, Friedrichstraße 55"
Konstanz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Konstanz, Rosgartenstraße 12"
Offenburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Offenburg, Steinstraße 23"
Lahr,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Lahr, Marktplatz 5"
Singen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Singen, August-Ruf-Straße 5a"
Lörrach,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Lörrach, Tumringer Straße 188"
Albstadt-Ebingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Albstadt-Ebingen, Marktstraße 10"
Rottweil,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Rottweil, Königstraße 35"
Reutlingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Reutlingen, Wilhelmstr. 65"
