Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
637,bp,"St. Johann in Tirol, Salzburgerstr. 13",,St. Johann in Tirol,,,AT,+43 5352 62439,,Mo-Su 07:00-22:00,BP,Q152057
AT0233,c_and_a,St. Johann/T. Salzburger Strasse KIDS,"Salzburger Strasse 29, 6380 St. Johann in Tirol",St. Johann in Tirol,,,AT,,https://www.c-and-a.com/stores/at-de/tirol/st--johann-in-tirol/salzburger-strasse-29.html,Mo 09:00-18:30; Tu 09:00-18:30; We 09:00-18:30; Th 09:00-18:30; Fr 09:00-18:30; Sa 09:00-17:00,C&A,Q701338
at:863,dm,dm drogerie markt GmbH,,St. Johann in Tirol,,,AT,+43 5352 62560,https://www.dm.at/store/a1bn/st-johann-in-tirol/salzburgerstrasse-29,Mo-Fr 08:00-18:30; Sa 08:00-18:00,dm,Q266572
A022,hofer_at,RIE-24,"Salzburgerstraße 20a, St. Johann in Tirol, 6380",St. Johann in Tirol,,,AT,+43 57 0303 2024,https://www.hofer.at/,Mo-Fr 07:30-19:30; Sa 07:30-18:00; Su 10:00-16:00,Hofer,Q15815751
ATH06380,neuroth,Neuroth,"Dechant-Wieshofer-Straße 8, 6380 St. Johann in Tirol, AT",St. Johann in Tirol,,,AT,+43 5352 62707,https://at.neuroth.com/filialen/dechant-wieshofer-strasse-8-st-johann-in-tirol/,"Mo-Th 08:30-12:30,13:30-17:30; Fr 08:30-12:30,13:30-16:00",Neuroth,Q15836645
5b3cb3fac00458481b437f43,newyorker,NEW YORKER,"Dampflfeld 1, 6380 St. Johann in Tirol",St. Johann in Tirol,,,AT,+43 5352 659630,,Mo-Fr 09:00-18:30; Sa 09:00-18:00,New Yorker,Q706421
0017S00000477vtQAA,nissan_europe,Autocenter St. Johann - Rupert S. Oblasser,,St. Johann/Tirol,,,AT,+43 5352 62129,https://autocenter-oblasser-st-johann.nissan.at/,,Nissan,Q20165
https://www.obi.at/markt/sankt-johann-in-tirol,obi_eu,Obi Markt Sankt Johann in Tirol,,Sankt Johann in Tirol,,,AT,+43 5352 64666,https://www.obi.at/markt/sankt-johann-in-tirol,Mo-Sa 08:00-18:00,OBI,Q300518
04010061_001-renault,renault,Fritz Reiter GmbH & Co KG,,St. Johann/Tirol,,,AT,+43 5352 62417,,,Renault,Q6686
04010061_001-dacia,renault,Fritz Reiter GmbH & Co KG,,St. Johann/Tirol,,,AT,+43 5352 62417,,,Dacia,Q27460
439-00723,skoda,Porsche St. Johann,,,,,AT,,,,Skoda,Q29637
AT_EXT_00192,totalenergies,"St. Johann in Tirol, Salzburge",,St. Johann in Tirol,,,AT,,https://store.totalenergies.fr/en_EN/AT_EXT_00192,,BP,Q152057
,visa,,,TIROL,,,AT,,,,,
,visa,,,ST. JOHANN IN TIROL,,,AT,,,,,
,visa,,,ST. JOHANN IN TIROL,,,AT,,,,,
