City,Place Name,Zipcode,Name
Gdańsk,ricoh_europe,,unknown,"RICOH POLSKA, Oddział w Trójmieście"
CHOJNICE,shell,,unknown,8242 JEZIORKI
KWIDZYN,shell,,unknown,2402 SPORTOWA.
PELPLIN,shell,,unknown,2210 OLSZE ZACHOD.
STAROGARD GDANSKI,shell,,unknown,2604 STAROGARD NOWOWIEJSKA.
TCZEW,shell,,unknown,2201 TCZEW.
MALBORK,shell,,unknown,7204 MALBORK CARGO.
BYTÓW,shell,,unknown,8452 WB TANK BYTÓW
GDANSK,shell,,unknown,2016 PLATYNOWA GDAN.
SLUPSK,shell,,unknown,2601 SEZAMOR SLUPSK
PUCK,shell,,unknown,2034 PUCK HELSKA
WEJHEROWO,shell,,unknown,7209 WEJHEROWO PRZEMYSLOWA.
RUMIA,shell,,unknown,7208 RUMIA DABROWSKIEGO
GDYNIA,shell,,unknown,2002 KLIF GDYNIA.
SOPOT,shell,,unknown,2003 MIRAMAR.
LEBORK,shell,,unknown,2603 SLUPSKA LEBORK.
NOWY DWÓR GDAŃSKI,shell,,unknown,2020 TUGA
