City,Place Name,Zipcode,Name
Vich/Gland,bmw_group,,unknown,Facchinetti Automobiles (Gland-Vich) SA
Morges,bmw_group,,unknown,Emil Frey SA Succursale Morges
Chavannes-près-Renens,bmw_group,,unknown,Emil Frey SA Succursale de Lausanne
Vionnaz,bmw_group,,unknown,Dimab Chablais SA
Crissier,bmw_group,,unknown,Emil Frey SA Succursale Centre Automobile Romand
St-Légier,bmw_group,,unknown,Dimab Riviera SA
Payerne,bmw_group,,unknown,Dimab SA Payerne
Yverdon,bmw_group,,unknown,Dimab SA Yverdon
Lausanne,hugo_boss,,unknown,BOSS Store
unknown,skoda,,unknown,Garage Lanthemann S.A.
Vevey,subway,,unknown,Subway Astra Hotel Vevey
Montreux,subway,,unknown,Subway
Lausanne,subway,,unknown,Subway
Crissier,subway,,unknown,Subway Lemand Centre
LAUSANNE,visa,,unknown,unknown
LAVEY-LES-BAINS,visa,,unknown,unknown
MIES,visa,,unknown,unknown
NYON,visa,,unknown,unknown
LAVEY LES BAINS,visa,,unknown,unknown
COPPET,visa,,unknown,unknown
BEX,visa,,unknown,unknown
CHAVANNES DE BOGIS,visa,,unknown,unknown
OLLON VD,visa,,unknown,unknown
SIGNY,visa,,unknown,unknown
SIGNY-CENTRE,visa,,unknown,unknown
VILLARS-SUR-OLLON,visa,,unknown,unknown
VILLARS,visa,,unknown,unknown
VILLARS SUR OLLON,visa,,unknown,unknown
AIGLE,visa,,unknown,unknown
PRANGINS,visa,,unknown,unknown
GLAND,visa,,unknown,unknown
VICH,visa,,unknown,unknown
LEYSIN,visa,,unknown,unknown
GENOLIER,visa,,unknown,unknown
ST. CERGUE,visa,,unknown,unknown
BEGNINS,visa,,unknown,unknown
LE SEPEY,visa,,unknown,unknown
BURSINS,visa,,unknown,unknown
LES DIABLERETS,visa,,unknown,unknown
RENNAZ,visa,,unknown,unknown
ARZIER-LE MUIDS,visa,,unknown,unknown
VILLENEUVE,visa,,unknown,unknown
BASSINS,visa,,unknown,unknown
ROLLE,visa,,unknown,unknown
VILLENEUVE VD,visa,,unknown,unknown
LES MOSSES,visa,,unknown,unknown
ALLAMAN,visa,,unknown,unknown
BOUGY VILLARS,visa,,unknown,unknown
AUBONNE,visa,,unknown,unknown
ETOY,visa,,unknown,unknown
ST PREX,visa,,unknown,unknown
MONTREUX,visa,,unknown,unknown
SAINT-PREX,visa,,unknown,unknown
ST-PREX,visa,,unknown,unknown
CLARENS,visa,,unknown,unknown
ST. GEORGE,visa,,unknown,unknown
GIMEL,visa,,unknown,unknown
LA TOUR DE PEILZ,visa,,unknown,unknown
LA TOUR-DE-PEILZ,visa,,unknown,unknown
VEVEY,visa,,unknown,unknown
MORGES,visa,,unknown,unknown
CORSIER SUR VEVEY,visa,,unknown,unknown
CORSIER-SUR-VEVEY,visa,,unknown,unknown
MORGES 1,visa,,unknown,unknown
BLONAY,visa,,unknown,unknown
CHEXBRES,visa,,unknown,unknown
CHARDONNE,visa,,unknown,unknown
CULLY,visa,,unknown,unknown
ST-LEGIER-LA CHIESAZ,visa,,unknown,unknown
ST LEGIER,visa,,unknown,unknown
ST. SULPICE,visa,,unknown,unknown
SAINT-SULPICE,visa,,unknown,unknown
DENGES,visa,,unknown,unknown
BIERE,visa,,unknown,unknown
PUIDOUX,visa,,unknown,unknown
LUTRY,visa,,unknown,unknown
LAUSANNE 26,visa,,unknown,unknown
PAUDEX,visa,,unknown,unknown
LONAY,visa,,unknown,unknown
PULLY,visa,,unknown,unknown
ARAN VILLETTE,visa,,unknown,unknown
ECHANDENS,visa,,unknown,unknown
LAUSANNE 2,visa,,unknown,unknown
ECUBLENS,visa,,unknown,unknown
ECUBLENS VD,visa,,unknown,unknown
PRILLY,visa,,unknown,unknown
ECHANDENS DENGES,visa,,unknown,unknown
ECHANDENS-DENGES,visa,,unknown,unknown
CHAVANNES RENENS,visa,,unknown,unknown
LAUSANNE 12,visa,,unknown,unknown
CHAVANNES-PRES-RENENS,visa,,unknown,unknown
APPLES,visa,,unknown,unknown
LAUSANNE 22,visa,,unknown,unknown
CHATEAU D OEX,visa,,unknown,unknown
CHATEAU-D OEX,visa,,unknown,unknown
RENENS,visa,,unknown,unknown
RENENS VD,visa,,unknown,unknown
CHATEAU-D'OEX,visa,,unknown,unknown
LAUSANNE 10,visa,,unknown,unknown
LE BRASSUS,visa,,unknown,unknown
BUSSIGNY,visa,,unknown,unknown
BUSSIGNY PRES LAUSANNE,visa,,unknown,unknown
EPALINGES,visa,,unknown,unknown
CRISSIER,visa,,unknown,unknown
SAVIGNY,visa,,unknown,unknown
COTTENS,visa,,unknown,unknown
ROUGEMONT,visa,,unknown,unknown
FOREL (LAVAUX),visa,,unknown,unknown
LE MONT-SUR-LAUSANNE,visa,,unknown,unknown
FOREL LAVAUX,visa,,unknown,unknown
ROMANEL SUR LAUSANNE,visa,,unknown,unknown
ROMANEL-SUR-LAUSANNE,visa,,unknown,unknown
PAMPIGNY,visa,,unknown,unknown
LE MONT SUR LAUSANNE,visa,,unknown,unknown
MEX,visa,,unknown,unknown
LE SENTIER,visa,,unknown,unknown
PALEZIEUX,visa,,unknown,unknown
LAUSANNE 25,visa,,unknown,unknown
CHESEAUX,visa,,unknown,unknown
CHESEAUX-SUR-LAUSANNE,visa,,unknown,unknown
CHESEAUX SUR LAUSANNE,visa,,unknown,unknown
CUGY VD,visa,,unknown,unknown
CUGY,visa,,unknown,unknown
SULLENS,visa,,unknown,unknown
ORON LA VILLE,visa,,unknown,unknown
ORON-LA-VILLE,visa,,unknown,unknown
CHATILLENS,visa,,unknown,unknown
ORON,visa,,unknown,unknown
PENTHALAZ,visa,,unknown,unknown
L ISLE,visa,,unknown,unknown
LA CHAUX (COSSONAY),visa,,unknown,unknown
LA CHAUX S COSSONAY,visa,,unknown,unknown
COSSONAY,visa,,unknown,unknown
COSSONAY VILLE,visa,,unknown,unknown
COSSONAY-VILLE,visa,,unknown,unknown
FROIDEVILLE,visa,,unknown,unknown
MEZIERES,visa,,unknown,unknown
DAILLENS,visa,,unknown,unknown
ASSENS,visa,,unknown,unknown
DAILLENS VD,visa,,unknown,unknown
LE PONT,visa,,unknown,unknown
ECHALLENS,visa,,unknown,unknown
ECLEPENS,visa,,unknown,unknown
SARRAZ LA,visa,,unknown,unknown
LA SARRAZ,visa,,unknown,unknown
"SARRAZ, LA",visa,,unknown,unknown
GOUMOENS-LA-VILLE,visa,,unknown,unknown
BAVOIS,visa,,unknown,unknown
ROMAINMOTIER,visa,,unknown,unknown
VALLORBE,visa,,unknown,unknown
MOUDON,visa,,unknown,unknown
BERCHER,visa,,unknown,unknown
CHAVORNAY,visa,,unknown,unknown
BALLAIGUES,visa,,unknown,unknown
ORBE,visa,,unknown,unknown
ESSERTINES SUR YVERDON,visa,,unknown,unknown
THIERRENS,visa,,unknown,unknown
LUCENS,visa,,unknown,unknown
DONNELOYE,visa,,unknown,unknown
YVERDON-LES-BAINS,visa,,unknown,unknown
YVERDON LES BAINS,visa,,unknown,unknown
YVERDON LES BAIN,visa,,unknown,unknown
BAULMES,visa,,unknown,unknown
YVERDON,visa,,unknown,unknown
GRANDSON,visa,,unknown,unknown
YVERDONS-LES-BAINS,visa,,unknown,unknown
MONTAGNY,visa,,unknown,unknown
MONTAGNY PRES YVERDON,visa,,unknown,unknown
MONTAGNY-PRES-YVERDON,visa,,unknown,unknown
MONTAGNY CHAMARD,visa,,unknown,unknown
MONTAGNY-CHAMARD,visa,,unknown,unknown
GRANGES-PRES-MARNAND,visa,,unknown,unknown
GRANGES-MARNAND,visa,,unknown,unknown
GRANGES MARNAND,visa,,unknown,unknown
GRANGES PRES MARNAND,visa,,unknown,unknown
STE-CROIX,visa,,unknown,unknown
STE CROIX,visa,,unknown,unknown
SAINTE-CROIX,visa,,unknown,unknown
YVONAND,visa,,unknown,unknown
PAYERNE,visa,,unknown,unknown
CONCISE,visa,,unknown,unknown
CORCELLES PRES PAYERNE,visa,,unknown,unknown
CORCELLES-PRES-PAYERNE,visa,,unknown,unknown
GRANDCOUR,visa,,unknown,unknown
AVENCHES,visa,,unknown,unknown
SALAVAUX,visa,,unknown,unknown
CUDREFIN,visa,,unknown,unknown
Sainte Croix,western_union,,unknown,TRAVYS STE CROIX
Payerne,western_union,,unknown,KIOSQUE DISCOUNT
Yverdon-les-bains,western_union,,unknown,KIOSQUE DU TREFLE
Yverdon,western_union,,unknown,SBB CFF FFS
Vallorbe,western_union,,unknown,TRAVYS VALLORBE
Orbe,western_union,,unknown,TRAVYS ORBE
Echallens,western_union,,unknown,KIOSQUE TALENT
Le Sentier,western_union,,unknown,TRAVYS SENTIER ORIENT
Moudon,western_union,,unknown,Kiosque Le Pont
Biere,western_union,,unknown,MBC BIERE MAISON DU TOURISME
Lausanne,western_union,,unknown,KIOSQUE DE LA PAIX
Chavannes Pres Renens,western_union,,unknown,TABAC JOURNAUX ARIANA
Prilly,western_union,,unknown,KIOSQUE DU TILLEUL
Renens Vd,western_union,,unknown,KIOSQUE DES 4 AVENUES
Renens,western_union,,unknown,SBB CFF FFS
Morges,western_union,,unknown,SBB CFF FFS
Rolle,western_union,,unknown,CHEZ BAKI KIOSQUE
Nyon,western_union,,unknown,SBB CFF FFS
Vevey,western_union,,unknown,KIOSQUE DU SOLEIL
Montreux,western_union,,unknown,SBB CFF FFS
Chateau D Oex,western_union,,unknown,MOB GARE DE CHATEAU D OEX
Aigle,western_union,,unknown,SBB CFF FFS
Bex,western_union,,unknown,KIOSQUE DE L AVANCON
