Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
,visa,,,TANGA,TANGA,,TZ,,,,,
,visa,,,TANGA,TANGA,,TZ,,,,,
7e34a6839a609573e6d07b19a56aa6be,western_union,HANDENI POST OFFICE,,Handeni,TANGA,,TZ,+255 27 297 7410,https://location.westernunion.com/tz/tanga/handeni/7e34a6839a609573e6d07b19a56aa6be,Mo-Fr 08:00-16:30; Sa 09:00-12:00,Western Union,Q861042
dd71bafa86b87440a6b8831256468248,western_union,CRDB BANK HANDENI BRANCH,,Handeni,TANGA,,TZ,+255 22 212 9412,https://location.westernunion.com/tz/tanga/handeni/dd71bafa86b87440a6b8831256468248,Mo-Fr 08:30-18:30; Sa 08:30-14:30,Western Union,Q861042
3b71e99629a355dd858708ea10193c85,western_union,TCB KOROGWE,,Korogwe,TANGA,,TZ,(+252) 22-2110621-2521,https://location.westernunion.com/tz/tanga/korogwe/3b71e99629a355dd858708ea10193c85,Mo-Fr 08:30-16:00; Sa 09:00-12:30,Western Union,Q861042
89f5ca1c379c4b228af42350f79afb93,western_union,CRDB BANK KOROGWE BRANCH,,Tanga,TANGA,,TZ,+255 22 212 9412,https://location.westernunion.com/tz/tanga/tanga/89f5ca1c379c4b228af42350f79afb93,Mo-Fr 08:30-17:30; Sa 08:30-14:00,Western Union,Q861042
b9f909ca6b29646a2b2739564d8d42b5,western_union,CRDB BANK MUHEZA,,Muheza,TANGA,,TZ,+255 22 212 9412,https://location.westernunion.com/tz/tanga/muheza/b9f909ca6b29646a2b2739564d8d42b5,Mo-Fr 08:00-17:00; Sa 08:00-14:00,Western Union,Q861042
ea34a5bedbf2bd8dd5f62a58aa4eb5be,western_union,MUHEZA POST OFFICE,,Muheza,TANGA,,TZ,+255 22 213 2821,https://location.westernunion.com/tz/tanga/muheza/ea34a5bedbf2bd8dd5f62a58aa4eb5be,Mo-Fr 08:00-16:30; Sa 09:00-12:00,Western Union,Q861042
9fa07dc0ee99ffa4555b0a0e79447afe,western_union,CRDB BANK TANGA BRANCH,,Tanga,TANGA,,TZ,+255 22 212 9412,https://location.westernunion.com/tz/tanga/tanga/9fa07dc0ee99ffa4555b0a0e79447afe,Mo-Fr 08:30-17:30; Sa 08:30-14:00,Western Union,Q861042
02dba14f62ce09c8f5458a19496e8088,western_union,CRDB BANK NGAMIANI,,Tanga,TANGA,,TZ,+255 22 212 9412,https://location.westernunion.com/tz/tanga/tanga/02dba14f62ce09c8f5458a19496e8088,Mo-Fr 08:00-17:00; Sa 08:00-14:00,Western Union,Q861042
ee14a39e8a71c17bb4849ea65f87a390,western_union,NBC TANGA BRANCH,,Tanga,TANGA,,TZ,(+255) 1-768984000,https://location.westernunion.com/tz/tanga/tanga/ee14a39e8a71c17bb4849ea65f87a390,Mo-Fr 08:00-18:00; Sa 08:00-16:00,Western Union,Q861042
18c40cf6060fe0f612a1f901ca2c7114,western_union,AMANA TANGA BRANCH,,Tanga,TANGA,,TZ,(+255) 659-75135,https://location.westernunion.com/tz/tanga/tanga/18c40cf6060fe0f612a1f901ca2c7114,Mo-Fr 08:30-17:00; Sa 09:00-13:00,Western Union,Q861042
1924074934ce1665797df8e42b899c55,western_union,TANGA HEAD POST OFFICE,,Tanga,TANGA,,TZ,(+255) 22-684887991,https://location.westernunion.com/tz/tanga/tanga/1924074934ce1665797df8e42b899c55,Mo-Fr 08:00-16:30; Sa 09:00-12:00,Western Union,Q861042
6c1378813740e572cb5dcf403c24ec00,western_union,TCB BANK TANGA,,Tanga,TANGA,,TZ,(+252) 22-222214,https://location.westernunion.com/tz/tanga/tanga/6c1378813740e572cb5dcf403c24ec00,Mo-Fr 08:30-16:00; Sa 09:00-12:30,Western Union,Q861042
44c1dee698b0af8295622fd79e4aa14d,western_union,TCB BANK TANGA,,Tanga,TANGA,,TZ,(+252) 22-222214,https://location.westernunion.com/tz/tanga/tanga/44c1dee698b0af8295622fd79e4aa14d,Mo-Fr 08:30-16:00; Sa 09:00-12:30,Western Union,Q861042
5e12d0ef8547127a7dcc0a9af09f441a,western_union,DIAMOND TRUST BANK TANGA SHEEN,,Tanga,TANGA,,TZ,+255 27 211 4210,https://location.westernunion.com/tz/tanga/tanga/5e12d0ef8547127a7dcc0a9af09f441a,Mo-Fr 08:30-17:00; Sa 09:30-13:30,Western Union,Q861042
3a6fc7bc627e92beed3d38b2d92833b0,western_union,AZANIA BANK TANGA,,Tanga,TANGA,,TZ,+255 767 498 110,https://location.westernunion.com/tz/tanga/tanga/3a6fc7bc627e92beed3d38b2d92833b0,Mo-Fr 08:30-17:00; Sa 08:30-12:30,Western Union,Q861042
5b6444b7b3e04ad0d9710e5ce5003f6f,western_union,AZANIA BANK TANGA,,Tanga,TANGA,,TZ,+255 767 498 110,https://location.westernunion.com/tz/tanga/tanga/5b6444b7b3e04ad0d9710e5ce5003f6f,Mo-Fr 08:30-17:00; Sa 08:30-12:30,Western Union,Q861042
