State,Place Name,City,Establishments
VI,advance_auto_parts_us,Anna's Retreat,1
UNKNOWN,alamo,St. Thomas,1
UNKNOWN,alamo,St John,1
UNKNOWN,allied_universal,Christiansted,1
UNKNOWN,ashley_furniture,Saint Croix,1
VI,autozone_us,St Thomas,1
CHRISTIANSTED,avis,Christiansted,1
SAINTTHOMAS,avis,Saint Thomas,1
UNKNOWN,enterprise,St. John,1
UNKNOWN,enterprise,St. Thomas,1
STTHOMAS,fedex,St Thomas,1
STCROIX,fedex,St Croix,1
UNKNOWN,ford,Christiansted,2
SAINTTHOMASISLAND,hooters,unknown,1
UNKNOWN,marriott,St. Croix,1
UNKNOWN,marriott,St. Thomas,2
UNKNOWN,moneygram,ST THOMAS,2
UNKNOWN,moneygram,ST JOHN,1
UNKNOWN,moneygram,ST. CROIX,1
UNKNOWN,national,St. Thomas,1
UNKNOWN,national,St John,1
VI,pandora,St. Thomas,1
VI,sherwin_williams,St. Thomas,1
VI,sherwin_williams,Christiansted,1
VI,sunglass_hut_1,Saint Thomas,2
VIRGINISLANDSUS,visa,ST. THOMAS,8
VI,visa,CHRISTIANSTED,11
SAINTCROIXISLAND,visa,ST. CROIX,5
USVI,visa,ST CROIX,3
VIRGINISLANDSUS,visa,ST. CROIX,4
VI,visa,ST. CROIX,4
VIRGINISLANDSUS,visa,ST CROIX,1
USVI,visa,ST JOHN,1
VI,visa,FREDERIKSTED,2
VI,visa,ST JOHN,1
VI,visa,SAINT JOHN,3
VIRGINISLANDSUS,visa,ST. JOHN,1
VI,visa,ST.THOMAS,6
SAINTTHOMASISLAND,visa,ST. THOMAS,7
SAINTTHOMASISLAND,visa,ST. JOHN,1
VI,visa,SAINT THOMAS,27
USVI,visa,ST THOMAS,7
VI,visa,ST. THOMAS,1
VI,whitehouseblackmarket,Saint Thomas,1
