City,Place Name,Zipcode,Name
Neuchâtel,fielmann_ch,,unknown,"Fielmann - Ihr Optiker in Neuchâtel, Grand-Rue 2"
Lausanne,fielmann_ch,,unknown,"Fielmann - Ihr Optiker in Lausanne, Rue du Pont 22"
Genève,fielmann_ch,,unknown,"Fielmann - Ihr Optiker in Genève, Rue de la Croix d&#x27;Or 9"
Fribourg,fielmann_ch,,unknown,"Fielmann - Ihr Optiker in Fribourg, Rue de Romont 14"
Martigny,fielmann_ch,,unknown,"Fielmann - Ihr Optiker in Martigny, Avenue de la Gare 8"
La Chaux de Fonds,fielmann_ch,,unknown,"Fielmann - Ihr Optiker in La Chaux de Fonds, av. Léopold Robert 38"
Yverdon-les-Bains,fielmann_ch,,unknown,"Fielmann - Ihr Optiker in Yverdon-les-Bains, Rue du Lac 36/38"
Bulle,fielmann_ch,,unknown,"Fielmann - Ihr Optiker in Bulle, Grand Rue 23"
Sion,fielmann_ch,,unknown,"Fielmann - Ihr Optiker in Sion, Avenue du Midi 10"
Brig-Glis,fielmann_ch,,unknown,"Fielmann - Ihr Optiker in Brig-Glis, Simplon Center"
