Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://stores.footlocker.it/en/it-25/peschieraborromeo/,footlocker,"Foot Locker Locations in Peschiera Borromeo, Lombardy | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-25/peschieraborromeo/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-25/orioalserio/,footlocker,"Foot Locker Locations in Orio Al Serio, Lombardy | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-25/orioalserio/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-72/giuglianoincampania/,footlocker,"Foot Locker Locations in Giugliano In Campania, Campania | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-72/giuglianoincampania/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-ud/martignacco/,footlocker,"Foot Locker Locations in Martignacco, Udine | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-ud/martignacco/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-ta/taranto/,footlocker,"Foot Locker Locations in Taranto, Taranto | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-ta/taranto/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-mi/milano/,footlocker,"Foot Locker Locations in Milano, Milano | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-mi/milano/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-mi/carugate/,footlocker,"Foot Locker Locations in Carugate, Milano | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-mi/carugate/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-88/sassari/,footlocker,"Foot Locker Locations in Sassari, Sardegna | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-88/sassari/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-88/olbiamare/,footlocker,"Foot Locker Locations in Olbia Mare, Sardegna | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-88/olbiamare/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-88/cagliari/,footlocker,"Foot Locker Locations in Cagliari, Sardegna | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-88/cagliari/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-82/trapani/,footlocker,"Foot Locker Locations in Trapani, Sicilia | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-82/trapani/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-88/quartucciu/,footlocker,"Foot Locker Locations in Quartucciu, Sardegna | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-88/quartucciu/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-82/sancataldo/,footlocker,"Foot Locker Locations in SAN CATALDO, Sicilia | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-82/sancataldo/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-82/palermo/,footlocker,"Foot Locker Locations in Palermo, Sicilia | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-82/palermo/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-82/misterbianco/,footlocker,"Foot Locker Locations in Misterbianco, Sicilia | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-82/misterbianco/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-82/milazzo/,footlocker,"Foot Locker Locations in MILAZZO, Sicilia | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-82/milazzo/,,Foot Locker,Q63335
https://stores.footlocker.it/en/it-82/messina/,footlocker,"Foot Locker Locations in Messina, Sicilia | Approved",,New York,NY,,IT,(800) 863-8932,https://stores.footlocker.it/en/it-82/messina/,,Foot Locker,Q63335
