City,Place Name,Zipcode,Name
unknown,accor,Aviadores Del Chaco 2060 1771 ASUNCION,unknown,ibis Asuncion
Asuncion,alamo,,unknown,Downtown Asuncion
Asunción,bmw_group,,unknown,Casa Matriz
Asunción,deloitte,,unknown,Deloitte - Asunción
Asuncion,enterprise,,unknown,Downtown Asuncion
Asunción,ernst_young,Avda. Mcal. Lopez 3794 y Cruz del Chaco Edificio Citicenter 6th. Floor Villa Morra,unknown,EY
ASUNCION,geox,,unknown,Geox ASUNCION
Asunción,hardrock,,unknown,Hard Rock Cafe Asuncion
unknown,hugo_boss,,unknown,BOSS Menswear Shop
Asuncion,marriott,,unknown,Sheraton Asuncion Hotel
ASUNCION,maserati,,unknown,AUTOMOTOR
MINGA GUAZU,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #51 - MINGA GU
NEMBY,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #08 - NEMBY
ASUNCION,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #68 - ASUNCION
CAPIATA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #28 - CAPIATA
CORONEL OVIEDO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #12 - CORONEL
LUQUE,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #PAC - LUQUE -
CIUDAD DEL ESTE,moneygram,,unknown,VISION BANCO S.A.E.C.A. - CIUDAD DEL EST
GUARAMBARE,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #100 - GUARAMB
ENCARNACION,moneygram,,unknown,VISION BANCO S.A.E.C.A. - ENCARNACION -
SAN LORENZO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #90 - SAN LORE
MARIANO ROQUE ALONSO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #PAC - MARIANO
LIMPIO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - LIMPIO - ABAST
VILLARRICA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #19 - VILLARRI
FERNANDO DE LA MORA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - FERNANDO DE LA
CAACUPE,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #06 - CAACUPE
SAN ESTANISLAO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #21 - SAN ESTA
PEDRO JUAN CABALLERO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #22 - PEDRO JU
CORDILLERA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #60 - CORDILLE
VILLETA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #52 - VILLETA
SANTA RITA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #30 - SANTA RI
CARAPEGUA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #17 - CARAPEGU
SALTO DEL GUAIRA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #37 - SALTO DE
CORONEL BOGADO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #42 - CORONEL
SAN IGNACIO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #33 - SAN IGNA
HORQUETA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #43 - HORQUETA
OBLIGADO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #27 - OBLIGADO
SANTA ROSA DEL AGUARAY,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #44 - SANTA RO
CONCEPCION,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #16 - CONCEPCI
CAAGUAZU,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #15 - CAAGUAZU
TEBICUARY,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #46 - TEBICUAR
VILLA HAYES,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #57 - VILLA HA
ITA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #55 - ITA
COLONIA CATUETE,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #24 - COLONIA
CURUGUATY,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #38 - CURUGUAT
SAN JUAN NEPOMUCENO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #39 - SAN JUAN
LAMBARE,moneygram,,unknown,VISION BANCO S.A.E.C.A. - LAMBARE - EL P
ENCAMACION,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #48 - ENCAMACI
TOMAS ROMERO PEREIRA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #41 - TOMAS RO
LOMA PLATA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #40 - LOMA PLA
PILAR,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #18 - PILAR
ITAGUA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #35 - ITAGUA
SAN BERNARDINO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - SAN BERNARDINO
SAN PEDRO DEL YCUAMANDIYU,moneygram,,unknown,VISION BANCO S.A.E.C.A. - SAN PEDRO DEL
JOSE AUGUSTO SALDIVAR,moneygram,,unknown,VISION BANCO S.A.E.C.A. - JOSE AUGUSTO S
PARAGUARI,moneygram,,unknown,VISION BANCO S.A.E.C.A. - PARAGUARI - FR
AREGUA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - AREGUA
YPACARAI,moneygram,,unknown,VISION BANCO S.A.E.C.A. - YPACARAI
CAPITAN MEZA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - CAPITAN MEZA
VILLA ELISA,moneygram,,unknown,VISION BANCO S.A.E.C.A. - VILLA ELISA
SAN ALBERTO,moneygram,,unknown,VISION BANCO S.A.E.C.A. - SAN ALBERTO
CRUCE LIBERACION,moneygram,,unknown,VISION BANCO S.A.E.C.A. - CRUCE LIBERACI
HERNANDARIAS,moneygram,,unknown,VISION BANCO S.A.E.C.A. - #84 - HERNANDA
Asuncion,national,,unknown,Asuncion Silvio Pettirossi Intl Arpt
Asuncion,ovs,,unknown,OVS Kids Asuncion Paseo
