State,Place Name,City,Establishments
SOUTHEAST,audi,Gaborone,1
MAUN,avis,Maun,1
KASANE,avis,Kasane,1
GABORONE,avis,Gaborone,1
FRANCISTOWN,avis,Francistown,1
UNKNOWN,engen,Francistown,5
UNKNOWN,engen,Bobonong,1
UNKNOWN,engen,Gaborone,15
UNKNOWN,engen,Serowe,2
UNKNOWN,engen,Charles HIll,1
UNKNOWN,engen,Mahalapye,2
UNKNOWN,engen,Ghanzi,1
UNKNOWN,engen,Gumare,1
UNKNOWN,engen,Kang,1
UNKNOWN,engen,Kanye,1
UNKNOWN,engen,Kazungula,1
UNKNOWN,engen,Kgatleng,1
UNKNOWN,engen,Letlhakane,1
UNKNOWN,engen,Lobatse,1
UNKNOWN,engen,Tutume,2
UNKNOWN,engen,Ramokgwebana,2
UNKNOWN,engen,Molepolole,1
UNKNOWN,engen,Mopipi,1
UNKNOWN,engen,Bokaa,1
UNKNOWN,engen,Moshupa,1
UNKNOWN,engen,Nata,1
UNKNOWN,engen,Orapa,1
UNKNOWN,engen,Palapye,1
UNKNOWN,engen,Pandamatenga,1
UNKNOWN,engen,Maun,1
UNKNOWN,engen,Phaphane,1
UNKNOWN,engen,Selebi Phikwe,2
UNKNOWN,engen,Ramokgonami,1
UNKNOWN,engen,Ramotswa,1
UNKNOWN,engen,Sebina,1
UNKNOWN,engen,Thamaga,1
UNKNOWN,engen,Tsabong,1
UNKNOWN,engen,Tonota,1
UNKNOWN,ernst_young,Gaborone,1
UNKNOWN,ford,Francistown,1
UNKNOWN,ford,Gaborone,1
FRANCISTOWN,lovisa,Francistown,1
FRANCISTOWN,lovisa,Farm Forest Hill,1
GABORONE,lovisa,South East,1
SOUTHEASTERN,lovisa,Garborone,1
UNKNOWN,man_truck_and_bus,"Gaborone, Botswana",1
UNKNOWN,man_truck_and_bus,Francistown,1
UNKNOWN,marriott,Gaborone,1
UNKNOWN,moneygram,GABORONE,11
UNKNOWN,moneygram,MAUN,2
UNKNOWN,moneygram,FRANCISTOWN,2
UNKNOWN,moneygram,KASANE,2
UNKNOWN,nissan_europe,Francistown,1
UNKNOWN,nissan_europe,Gaborone,1
UNKNOWN,nissan_europe,Maun,1
UNKNOWN,scania,Francistown,1
UNKNOWN,scania,Gaborone,1
BOTSWANA,shell,Goodhope,1
BOTSWANA,shell,Lobatse,5
BOTSWANA,shell,Otse,1
BOTSWANA,shell,Ramotswa,1
BOTSWANA,shell,Kanye,2
BOTSWANA,shell,Tlokweng,2
BOTSWANA,shell,Gaborone,10
BOTSWANA,shell,Moshupa,2
BOTSWANA,shell,Gabane,1
BOTSWANA,shell,Mogoditshane,5
BOTSWANA,shell,Mochudi,2
BOTSWANA,shell,Shakawe,2
BOTSWANA,shell,Sikwane,1
BOTSWANA,shell,Gumare,1
BOTSWANA,shell,Sehithwa,1
BOTSWANA,shell,Maun,3
BOTSWANA,shell,Ghanzi,1
BOTSWANA,shell,Serule,1
BOTSWANA,shell,Mmadinare,1
BOTSWANA,shell,Selibe Phikwe,3
BOTSWANA,shell,Palapye,2
BOTSWANA,shell,Serowe,3
BOTSWANA,shell,Francistown,5
BOTSWANA,shell,Mathangwane,1
BOTSWANA,shell,Mokubilo,1
BOTSWANA,shell,Mahalapye,2
BOTSWANA,shell,Shoshong,1
BOTSWANA,shell,Masunga,1
BOTSWANA,shell,Machaneng,1
BOTSWANA,shell,Letlhakane,1
BOTSWANA,shell,Sowa Town,1
BOTSWANA,shell,Mookane,1
BOTSWANA,shell,Nata,1
BOTSWANA,shell,Mopipi,1
BOTSWANA,shell,Gweta,1
BOTSWANA,shell,Pilane,1
BOTSWANA,shell,Molepolole,2
BOTSWANA,shell,Metsimotlhabe,1
BOTSWANA,shell,Hukuntsi,1
BOTSWANA,shell,Letlhakeng,1
BOTSWANA,shell,Jwaneng,1
BOTSWANA,shell,Mabutsane,1
BOTSWANA,shell,Kang,1
BOTSWANA,shell,Kasane,1
BOTSWANA,shell,Tsabong,1
CENTRAL,the_courier_guy,unknown,3
KGATLENG,the_courier_guy,unknown,1
UNKNOWN,the_courier_guy,unknown,1
SOUTHEAST,the_courier_guy,unknown,1
KGALAGADI,the_courier_guy,unknown,1
SOUTHEAST,tops_at_spar,Botswana,4
CENTRAL,tops_at_spar,Botswana,1
NORTHWEST,tops_at_spar,Botswana,2
NORTHEAST,tops_at_spar,Botswana,1
KGATLENG,tops_at_spar,"PHAKALANE, BOTSWANA",1
