Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
74818192,moneygram,HAMKORBANK - ISHTIXON - ISHTIXON OFIS BA,,ISHTIXON,,,UZ,+998 66 224 70 39,,Mo-Fr 09:00-16:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
74818202,moneygram,HAMKORBANK - PAYARIK - CHELAK OFIS BANKO,,PAYARIK,,,UZ,+998 66 224 70 39,,Mo-Fr 09:00-16:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
74853733,moneygram,HAMKORBANK - YANGIYER - YANGIYER OFIS BA,,YANGIYER,,,UZ,2247039,,Mo-Fr 09:00-16:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
74985643,moneygram,OJSCB HAMKORBANK - OXANGARON - OXANGARON,,OXANGARON,,,UZ,2247039,,Mo-Fr 09:00-16:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
65491201,moneygram,HAMKORBANK,,ANDIJAN,,,UZ,+998 74 224 76 88,,Mo-Sa 06:00-21:00; Su 00:00-24:00,MoneyGram,Q1944412
65491285,moneygram,HAMKORBANK,,ANDIJAN,,,UZ,+998 74 226 09 55,,Mo-Sa 06:00-21:00; Su 00:00-24:00,MoneyGram,Q1944412
65491298,moneygram,HAMKORBANK,,ANDIJAN,,,UZ,+998 74 225 55 48,,Mo-Sa 06:00-21:00; Su 00:00-24:00,MoneyGram,Q1944412
65491311,moneygram,HAMKORBANK,,ANDIJAN,,,UZ,+998 74 237 55 37,,Mo-Sa 06:00-21:00; Su 00:00-24:00,MoneyGram,Q1944412
67135329,moneygram,UZPROMSTROYBANK,,ANDIJAN,,,UZ,+998 74 235 16 41,,Mo-Fr 09:00-17:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
71725097,moneygram,"""HAMKORBANK - ANDIJAN - MINIBANK """"ISTIKBO""",,ANDIJAN,,,UZ,+998 74 298 04 39,,Mo-Sa 06:00-21:00; Su 00:00-24:00,MoneyGram,Q1944412
71725107,moneygram,"""HAMKORBANK - BUKHARA - MINIBANK """"MOHI HO""",,BUKHARA,,,UZ,+998 66 221 84 08,,Mo-Sa 06:00-21:00; Su 00:00-24:00,MoneyGram,Q1944412
