City,Place Name,Zipcode,Name
Belize City,ashley_furniture,,unknown,"Ashley Belize City, BZ"
SAN PEDRO,visa,,unknown,unknown
CAYE CAULKER,visa,,unknown,unknown
BELIZE CITY,visa,,unknown,unknown
BELIZE,visa,,unknown,unknown
BELIZECITY,visa,,unknown,unknown
DANGRIGA,visa,,unknown,unknown
STANN CREEK,visa,,unknown,unknown
COROZAL,visa,,unknown,unknown
ORANGE WALK,visa,,unknown,unknown
BELMOPAN,visa,,unknown,unknown
LADYVILLE,visa,,unknown,unknown
PUNTA GORDA,visa,,unknown,unknown
CAYO,visa,,unknown,unknown
BENQUE VIEJO TOWN,visa,,unknown,unknown
SAN IGNACIO,visa,,unknown,unknown
